award_id,award_amount,total_outlays,start_date,end_date,naics_code,naics_description,psc_code,psc_description,description,fiscal_year,fiscal_quarter,record_hash,internal_id,generated_internal_id,agency_id,recipient_id
W91ZLK24P0060,59179.0,,2024-08-18,2026-08-17,,,,,NEW AVIDITY-SERVICE AGREEMENT SERVICE FOR WATCHDOG SYSTEM TO SUPPORT A VIVARIUM FOR ANIMALS.,2024,4,54e16627e774ed24,350572306,CONT_AWD_W91ZLK24P0060_9700_-NONE-_-NONE-,1,142
W91ZLK24P0058,41062.31,,2024-09-23,2026-09-22,,,,,"9155-SC BASE YEAR CALIBRATION SYSTEMS-THE CONTRACTOR SHALL PROVIDE A PRIMARY SERVICE CALIBRATION FOR THE REFERENCE STANDARDS, CALIBRATION OF ALL INSTALLED EQUIPMENT, ANY AVAILABLE SOFTWARE UPGRADES, AND ANY ADDITIONAL REQUIRED TRAINING.",2024,4,a6d5653c0aaad873,350572305,CONT_AWD_W91ZLK24P0058_9700_-NONE-_-NONE-,1,143
W91ZLK24P0057,0.0,,2024-08-26,2024-10-28,,,,,ABERDEEN TEST CENTER REQUIRES THE PURCHASE OF TWO RADIOGRAPHIC SCANNER,2024,4,f2da12ec01d625c0,350572304,CONT_AWD_W91ZLK24P0057_9700_-NONE-_-NONE-,1,144
W91ZLK24P0056,11100.0,,2024-08-31,2025-08-30,,,,,LASAIR II CALIBRATION,2024,4,34b929aa19bbda43,350572303,CONT_AWD_W91ZLK24P0056_9700_-NONE-_-NONE-,1,145
W91ZLK24P0055,23722.0,0.0,2024-09-23,2026-09-22,,,,,"THIS IS A SERVICE CONTRACT IN WHICH THE CONTRACTOR ERADICATES SUBMERGED WEEDS AT THE UNDERWATER TEST FACILITY AND LITTORAL WARFARE ENVIRONMENT OF EURASIAN WATERMILFOIL, CURLY-LEAF PONDWEED, AND HYDRILLA WITH SYSTEMIC VEGETATION CONTROL APPLICATIONS.",2024,4,f726fc1e2f65a8a1,350572302,CONT_AWD_W91ZLK24P0055_9700_-NONE-_-NONE-,1,146
W91ZLK24P0053,79600.0,0.0,2024-08-19,2024-12-01,,,,,LMP-3000 GAS TRACER,2024,4,78d2bd9161180221,350572301,CONT_AWD_W91ZLK24P0053_9700_-NONE-_-NONE-,1,147
W91ZLK24P0052,59740.0,0.0,2024-07-29,2024-09-27,,,,,PURCHASE ONE (1) 2024 RAM TRADESMAN 2500 CREW CAB 4X4,2024,4,617b9e4c8b94393f,350572300,CONT_AWD_W91ZLK24P0052_9700_-NONE-_-NONE-,1,148
W91ZLK24P0051,195584.6,,2024-09-30,2026-09-29,,,,,"THE OBJECTIVE OF THIS CONTRACT IS TO PROVIDE YEARLY FULL-SERVICE PREVENTATIVE MAINTENANCE SUPPORT, UNLIMITED ON-SITE REPAIRS, SOFTWARE UPGRADES, ON-LINE TECHNICAL SUPPORT, AND TELEPHONE ASSISTANCE TO RESOLVE TECHNICAL PROBLEMS.",2024,4,c656dcf56c0cbc7b,350572299,CONT_AWD_W91ZLK24P0051_9700_-NONE-_-NONE-,1,149
W91ZLK24P0047,108000.0,0.0,2024-09-23,2026-09-22,,,,,THIS IS A NON-PERSONAL SERVICES CONTRACT TO PROVIDE SEMIANNUAL PREVENTATIVE MAINTENANCE AND REPAIRS AS NEEDED FOR TWO M9 LINEAR ACCELERATORS.,2024,4,84c5540a7fa17b8b,350572298,CONT_AWD_W91ZLK24P0047_9700_-NONE-_-NONE-,1,150
W91ZLK24P0045,26926.0,0.0,2024-09-23,2025-09-22,,,,,BASE YEAR: CALIBRATION OF HEAT FLUX SENS,2024,4,55d60577f236e4b0,350572297,CONT_AWD_W91ZLK24P0045_9700_-NONE-_-NONE-,1,151
W91ZLK24P0044,0.0,,2024-07-03,2024-07-31,,,,,PURCHASE OF ONE (1) 2024 RAM TRADESMAN 2500 CREW CAB 4X4,2024,4,eac46c3358d771a5,350572296,CONT_AWD_W91ZLK24P0044_9700_-NONE-_-NONE-,1,152
W91ZLK24P0043,0.0,0.0,2024-07-11,2025-09-23,,,,,2300 DIESEL-POWERED PORTABLE SCREENER,2024,4,8a699c31769a34f9,350572295,CONT_AWD_W91ZLK24P0043_9700_-NONE-_-NONE-,1,153
W91ZLK24P0042,38420.0,0.0,2024-06-27,2024-08-06,,,,,ABERDEEN TEST CENTER (ATC) IS REQUESTING THE PROCUREMENT OF TWO (2) OXFORD TECHNICAL SOLUTIONS XNAV650 INERTIAL NAVIGATION SYSTEMS.,2024,3,ea48dbcaa0d4d25e,350572294,CONT_AWD_W91ZLK24P0042_9700_-NONE-_-NONE-,1,154
W91ZLK24P0041,0.0,0.0,2024-07-24,2024-10-16,,,,,BASE YEAR DEEP CLEANING,2024,4,e48e8f1fb7d55e3f,350572293,CONT_AWD_W91ZLK24P0041_9700_-NONE-_-NONE-,1,155
W91ZLK24P0040,75956.8,0.0,2024-06-16,2026-06-15,,,,,PREVENTATIVE MAINTENANCE & REPAIR SERVICES OF BRUKER BIOSPIN ANALYTICAL SYSTEMS AND PARTS FOR THE EDGEWOOD COMBAT CAPABILITIES DEVELOPMENT COMMAND CHEMICAL BIOLOGICAL CENTER (CCDC-CBC).,2024,3,21a203d4614ca7eb,350572292,CONT_AWD_W91ZLK24P0040_9700_-NONE-_-NONE-,1,149
W91ZLK24P0039,100000.0,0.0,2024-08-06,2026-08-05,,,,,"THIS IS NON-PERSONAL SERVICES CONTRACT TO PROVIDE MAINTENANCE AND REPAIR (M&R) OF DEWESOFT SIRIUS DATA ACQUISITION SYSTEMS SYSTEMS, INCLUDING SYSTEM SUBCOMPONENTS. HARDWARE IS TO BE REPAIRED ON AN AS NEEDED BASIS.",2024,4,92f236c75f5f772c,350572291,CONT_AWD_W91ZLK24P0039_9700_-NONE-_-NONE-,1,156
W91ZLK24P0038,265666.0,0.0,2024-05-31,2024-10-31,,,,,ABERDEEN TESTING CENTER IS PURCHASING (2) TWO CT5400 GAS ANALYZERS,2024,3,7cc1373be1c4cc62,350572290,CONT_AWD_W91ZLK24P0038_9700_-NONE-_-NONE-,1,157
W91ZLK24P0037,648540.0,0.0,2024-06-12,2026-06-11,,,,,MATERIAL AND SUPPLIES,2024,3,b13401ac5ff1954d,350572289,CONT_AWD_W91ZLK24P0037_9700_-NONE-_-NONE-,1,158
W91ZLK24P0036,57630.0,0.0,2024-05-21,2024-06-24,,,,,ABERDEEN TEST CENTER (ATC) IS REQUESTING THE PROCUREMENT OF THREE (3) OXFORD TECHNICAL SOLUTIONS XNAV650 INERTIAL NAVIGATION SYSTEMS.,2024,3,4a8396f1fa3d3bfc,350572288,CONT_AWD_W91ZLK24P0036_9700_-NONE-_-NONE-,1,154
W91ZLK24P0035,122956.0,0.0,2024-05-08,2024-08-29,,,,,EATON MODEL 93-PM 300KVA AND 150KVA UPS BATTERY,2024,3,8bf55f33dd7a3727,350572287,CONT_AWD_W91ZLK24P0035_9700_-NONE-_-NONE-,1,159
W91ZLK24P0034,353480.0,32365.0,2024-05-03,2026-05-02,,,,,PORTABLE LATRINES BASE YEAR,2024,3,0e271c08647b6a4b,350572286,CONT_AWD_W91ZLK24P0034_9700_-NONE-_-NONE-,1,160
W91ZLK24P0033,82725.0,0.0,2024-05-20,2024-08-29,,,,,PURCHASE TURN-KEY IMPULSE HYDRAULIC CALIBRATORS FOR THE ABERDEEN TESTING CENTER (ATC).,2024,3,8214bb9162ce6423,350572285,CONT_AWD_W91ZLK24P0033_9700_-NONE-_-NONE-,1,143
W91ZLK24P0032,892860.0,0.0,2024-05-02,2025-02-03,,,,,PROCUREMENT OF GOULD BASS MAGNETIC PARTICLE INSPECTION UNIT,2024,3,0877b90e41f81c49,350572284,CONT_AWD_W91ZLK24P0032_9700_-NONE-_-NONE-,1,161
W91ZLK24P0031,372750.0,0.0,2024-04-25,2025-06-30,,,,,1887096 FS-43 MODULE,2024,3,075f39f3e4e962ec,350572283,CONT_AWD_W91ZLK24P0031_9700_-NONE-_-NONE-,1,162
W91ZLK24P0030,40239.0,0.0,2024-04-30,2025-04-30,,,,,ACD LABS SOFTWARE,2024,3,570704ba40ebf110,350572282,CONT_AWD_W91ZLK24P0030_9700_-NONE-_-NONE-,1,163
W91ZLK24P0029,80000.0,0.0,2024-04-15,2024-06-10,,,,,PURCHASE OF- DR & CT WORKSTATION,2024,3,56c71b7aad7cddf5,350572281,CONT_AWD_W91ZLK24P0029_9700_-NONE-_-NONE-,1,164
W91ZLK24P0028,19682.0,0.0,2024-05-01,2024-05-31,,,,,NEW EMPLOYEE & MISSION ORIENTATION KITS,2024,3,67bc986b051daf1c,350572280,CONT_AWD_W91ZLK24P0028_9700_-NONE-_-NONE-,1,165
W91ZLK24P0027,35580.0,0.0,2024-04-09,2024-06-18,,,,,300 TON SHACKLE,2024,3,840da1bdb1b45793,350572279,CONT_AWD_W91ZLK24P0027_9700_-NONE-_-NONE-,1,166
W91ZLK24P0025,221807.0,0.0,2024-04-09,2024-06-28,,,,,ABERDEEN TESTING REQUIRES THE PURCHASE OF PHOTON DOPPLER VELOCIMETRY (PDV).,2024,3,769d53d2a9cbf963,350572278,CONT_AWD_W91ZLK24P0025_9700_-NONE-_-NONE-,1,167
W91ZLK24P0023,26090.0,0.0,2024-09-17,2026-09-16,,,,,ANNUAL CALIBRATION AND ON-CALL SERVICE F,2024,4,8598e3e66e14c13c,350572277,CONT_AWD_W91ZLK24P0023_9700_-NONE-_-NONE-,1,168
W91ZLK24P0022,220465.0,,2024-04-01,2026-03-31,,,,,DEVCOM CHEMICAL BIOLOGICAL CENTER REQUIRES ONE (1) SUBSCRIPTION TO SCIFINDER & METHODSNOW (CAS SCIFINDER DISCOVERY PLATFORM).,2024,3,4fa8670efd1c73c4,350572276,CONT_AWD_W91ZLK24P0022_9700_-NONE-_-NONE-,1,169
W91ZLK24P0020,71939.18,0.0,2024-04-09,2024-07-08,,,,,ENERPAC ELECTRIC HYDRAULIC PUMP,2024,3,bac5346114fc0096,350572275,CONT_AWD_W91ZLK24P0020_9700_-NONE-_-NONE-,1,170
W91ZLK24P0019,69925.0,0.0,2024-04-02,2024-06-04,,,,,"PURCHASE OF TWENTY (20) ACCELEROMETERS WITH A TRI-AXIAL ACCELEROMETER, WITH A +/-40G MEASUREMENT RANGE AND THE QUANTITY OF TWENTY (20) ACCELEROMETERS THAT SENSE MOTION IN 3 AXES, A TRI-AXIAL  ACCELEROMETER, WITH A +/-50G MEASUREMENT RANGE.",2024,3,f439f6975c3c63c3,350572274,CONT_AWD_W91ZLK24P0019_9700_-NONE-_-NONE-,1,171
W91ZLK24P0018,42000.0,0.0,2024-09-07,2025-09-06,,,,,MAINTENANCE & REPAIR BASE YEAR,2024,4,c78cf983349f9ba3,350572273,CONT_AWD_W91ZLK24P0018_9700_-NONE-_-NONE-,1,172
W91ZLK24P0017,213630.05,0.0,2024-03-29,2025-04-25,,,,,PREVENTIVE MAINTENANCE & REPAIR OF AUTOCLAVE,2024,2,95b85d9e3cb578ca,350572272,CONT_AWD_W91ZLK24P0017_9700_-NONE-_-NONE-,1,173
W91ZLK24P0016,11000.0,0.0,2024-09-07,2025-09-06,,,,,CALIBRATION & REPAIR BASE YEAR,2024,4,67e6edcde9eb0dc7,350572271,CONT_AWD_W91ZLK24P0016_9700_-NONE-_-NONE-,1,174
W91ZLK24P0015,43125.0,,2024-03-21,2024-08-19,,,,,WASTEWATER PROCESS SYSTEM: DYE PENETRANT INSPECTION INVOLVES THE GENERATION OF WASTEWATER THAT CANNOT BE DISPOSED OF AS NORMAL WASTEWATER.,2024,2,26b5c46bccfa13af,350572270,CONT_AWD_W91ZLK24P0015_9700_-NONE-_-NONE-,1,175
W91ZLK24P0014,39789.48,8447.37,2024-07-09,2026-07-08,,,,,BASE YEAR  SERVICE CONTRACT MOVING TARGE,2024,4,54d47fcecf0dedf5,350572269,CONT_AWD_W91ZLK24P0014_9700_-NONE-_-NONE-,1,176
W91ZLK24P0013,33324.0,,2024-10-01,2026-09-30,,,,,BASE YEAR,2025,1,0cd7ec0757469e3f,350572268,CONT_AWD_W91ZLK24P0013_9700_-NONE-_-NONE-,1,177
W91ZLK24P0012,74000.0,0.0,2024-05-15,2025-05-14,,,,,INSTALLATION/ASSEMBLY OF MODULAR OFFICE,2024,3,3db74612c65fef7b,350572267,CONT_AWD_W91ZLK24P0012_9700_-NONE-_-NONE-,1,178
W91ZLK24P0011,52000.0,,2024-09-27,2026-09-26,,,,,BASE YEAR PREVENTATIVE MAINTENANCE,2024,4,a1e9d278d6bd9476,350572266,CONT_AWD_W91ZLK24P0011_9700_-NONE-_-NONE-,1,179
W91ZLK24P0010,24350.84,,2024-09-23,2026-09-22,,,,,ANNUAL CALIBRATION OF HIGH-PRESSURE BENCH MANUFACTURED BY FLUKE ELECTRONICS.,2024,4,de4d8a2419f09155,350572265,CONT_AWD_W91ZLK24P0010_9700_-NONE-_-NONE-,1,180
W91ZLK24P0009,50000.0,0.0,2024-09-26,2026-09-25,,,,,SUPPLY OF WELDING AND INDUSTRIAL GASES.,2024,4,7596e050cb405e9c,350572264,CONT_AWD_W91ZLK24P0009_9700_-NONE-_-NONE-,1,181
W91ZLK24P0008,14400.0,0.0,2024-04-25,2026-10-25,,,,,REVERSE OSMOSIS WATER SYSTEM PM,2024,3,7caccbccc97692d9,350572263,CONT_AWD_W91ZLK24P0008_9700_-NONE-_-NONE-,1,182
W91ZLK24P0007,36231.0,0.0,2024-02-01,2026-01-31,,,,,"MAINTENANCE AND REPAIR OF PERKINS ELMER EQUIPMENT: OPTIMA 8300, POLYSCIENCE CHILLER AND 4DX FAST COMPLETE SYSTEM.",2024,2,af4f138ace82beae,350572262,CONT_AWD_W91ZLK24P0007_9700_-NONE-_-NONE-,1,183
W91ZLK24P0006,83602.0,0.0,2024-02-01,2025-03-31,,,,,"INSPECTION, LABOR AND REPLACEMENT PARTS FOR CARBON DIOXIDE TANKS",2024,2,5006f8436c755ffe,350572261,CONT_AWD_W91ZLK24P0006_9700_-NONE-_-NONE-,1,184
W91ZLK24P0005,84167.0,0.0,2024-01-29,2028-01-28,,,,,ABERDEEN TESTING CENTER REQUIRES CT ANNUAL PREVENTATIVE MAINTENANCE FOR X3000 AND X5000 COMPUTED TOMOGRAPHY SYSTEM. THEY ALSO REQUIRE THE SOFTWARE MAINTENANCE AGREEMENT FOR THE X3000 SYSTEM.,2024,2,33e686ec71cd18f8,350572260,CONT_AWD_W91ZLK24P0005_9700_-NONE-_-NONE-,1,164
W91ZLK24P0004,7167.73,0.0,2023-12-18,2023-12-29,,,,,"CONVENTIONAL HOLDER, TYPE: GI, SIZE: DN",2024,1,b6aef7c9efce46fd,350572259,CONT_AWD_W91ZLK24P0004_9700_-NONE-_-NONE-,1,185
W91ZLK24P0003,37445.6,7926.8,2024-04-01,2026-03-31,,,,,INCINERATION/DESTRUCTION OF BASE YEAR,2024,3,a94b5514a8d2dd5d,350572258,CONT_AWD_W91ZLK24P0003_9700_-NONE-_-NONE-,1,186
W91ZLK24P0002,82368.0,0.0,2023-12-21,2024-01-13,,,,,WHITE PRIMED BUILDING BOARD,2024,1,36df2d32a2f01391,350572257,CONT_AWD_W91ZLK24P0002_9700_-NONE-_-NONE-,1,187
W91ZLK24P0001,153053.88,0.0,2023-11-01,2025-10-31,,,,,MICROBULK ARGON AND NITROGEN DELIVERY DURING TEMPORARY BUILDING TRANSITION.,2024,1,ae2dbc74efd9faf9,350572256,CONT_AWD_W91ZLK24P0001_9700_-NONE-_-NONE-,1,141
W91ZLK24M0177,139.24,,2024-09-03,2024-09-08,,,,,RUBBERMAID - 2040049,2024,4,06b5aa1c11035d68,350572255,CONT_AWD_W91ZLK24M0177_9700_47QSHA22D001Q_4732,1,188
W91ZLK24M00QE,584.5,,2024-08-29,2024-09-03,,,,,"PADLOCK SET, STEEL, KEYED ALIKE, W/CHAIN",2024,4,ecaa83eb22029b0e,350572254,CONT_AWD_W91ZLK24M00QE_9700_GS02F0052V_4730,1,189
W91ZLK24M00QD,191.06,,2024-08-29,2024-09-03,,,,,"SKILCRAFT TOILET TISSUE  2PLY, 4 X 4, 550 SHEETS PER ROLL, 80/BOX 4 X 4 WHITE 2P",2024,4,879ecffe7113eb50,350572253,CONT_AWD_W91ZLK24M00QD_9700_GS03F077CA_4732,1,190
W91ZLK24M00QC,55.65,,2024-08-22,2024-08-27,,,,,JANITORIAL,2024,4,8226952f506c0386,350572252,CONT_AWD_W91ZLK24M00QC_9700_47QSSC24A0015_4732,1,191
W91ZLK24M00QB,37.02,,2024-08-22,2024-08-27,,,,,"12-1/4"" OAL CORN BRISTLE WHISK BROOM",2024,4,8b1408dd4f50d38e,350572251,CONT_AWD_W91ZLK24M00QB_9700_47QSHA19D001Q_4732,1,192
W91ZLK24M00QA,1407.0,,2024-08-19,2024-08-24,,,,,DYMO IND HEAT SHRINK. BLACK/WHITE 1  X 5,2024,4,f4d20722805d8b71,350572250,CONT_AWD_W91ZLK24M00QA_9700_47QSEA19D0065_4732,1,193
W91ZLK24M00Q9,1040.8,,2024-08-19,2024-08-24,,,,,"DYMO 18057, RHINO HEAT SHRINK TUBES INDUSTRIAL LABEL TAPE, 0.75"" X 5...",2024,4,73a9e1b10a5489ad,350572249,CONT_AWD_W91ZLK24M00Q9_9700_GS21F0083Y_4732,1,97
W91ZLK24M00Q7,2937.0,,2024-08-12,2024-08-17,,,,,"MAGICARD, REFER TO MB250YMCKOK/2, YMCKO",2024,4,25f8c6e68a50cb59,350572248,CONT_AWD_W91ZLK24M00Q7_9700_GS02F0219W_4730,1,194
W91ZLK24M00Q6,903.65,,2024-08-12,2024-08-17,,,,,"LABEL,NAME BADGE,ADHESVE",2024,4,66cd9470addcf296,350572247,CONT_AWD_W91ZLK24M00Q6_9700_47QSEA20D002J_4732,1,195
W91ZLK24M00Q3,218.88,,2024-07-16,2024-07-21,,,,,"BOARD,MAGNETIC,36X48,BKAL",2024,4,f78e0ba8919d006d,350572246,CONT_AWD_W91ZLK24M00Q3_9700_GS02F0122V_4730,1,196
W91ZLK24M00Q2,1040.8,,2024-07-15,2024-07-20,,,,,"DYMO 18057, RHINO HEAT SHRINK TUBES INDUSTRIAL LABEL TAPE, 0.75"" X 5...",2024,4,fe6d405575c5b0d4,350572245,CONT_AWD_W91ZLK24M00Q2_9700_GS21F0083Y_4732,1,97
W91ZLK24M00Q0,136.34,,2024-07-09,2024-07-14,,,,,"TOILET TISSUE, 2-PLY, WHITE, 550 SHEETS/",2024,4,233c2dc19225be6c,350572244,CONT_AWD_W91ZLK24M00Q0_9700_47QSEA19D00BR_4732,1,197
W91ZLK24M00PZ,220.5,,2024-07-09,2024-07-14,,,,,WASTEBASKET PLAS 15H BK,2024,4,2fbf476dd19cb29f,350572243,CONT_AWD_W91ZLK24M00PZ_9700_GS02F0037X_4732,1,198
W91ZLK24M00PY,468.6,,2024-07-09,2024-07-14,,,,,"GENUINE JOE 9"" WIDE ANGLE BROOM W/47"" STEEL HANDLE, YELLOW - GJO58562...",2024,4,51d8f2c51b715461,350572242,CONT_AWD_W91ZLK24M00PY_9700_GS21F0015X_4732,1,199
W91ZLK24M00PU,261.7,,2024-07-09,2024-07-14,,,,,"WAUSAU PAPERS CARD STOCK PAPER, 65 LB.,",2024,4,0bccde0a53c07874,350572241,CONT_AWD_W91ZLK24M00PU_9700_GS02F0067R_4730,1,200
W91ZLK24M00PT,218.04,,2024-06-26,2024-07-01,,,,,DESKTOP DIRECT THERMAL LABELS - 1 X 1,2024,3,deb606fb6ec38284,350572240,CONT_AWD_W91ZLK24M00PT_9700_47QSEA20D0043_4732,1,99
W91ZLK24M00PQ,4150.1,,2024-06-17,2024-06-22,,,,,FRENCH DOOR REFRIGERATOR,2024,3,1d2581edfa9791bf,350572239,CONT_AWD_W91ZLK24M00PQ_9700_GS21F029DA_4732,1,201
W91ZLK24M00PN,65.96,,2024-05-22,2024-05-27,,,,,"PENTEL ENERGEL NV GEL PENS, BLACK INK, D",2024,3,7905a3123cedeca3,350572238,CONT_AWD_W91ZLK24M00PN_9700_47QSEA19D008T_4732,1,202
W91ZLK24M00PH,418.92,,2024-04-22,2024-04-27,,,,,DELL P3HJK 593-BBOX CYAN TONER S2825 H625 H825 2825 625 825 4R6JN 2.5K,2024,3,a2c3331e30d2122b,350572237,CONT_AWD_W91ZLK24M00PH_9700_GS02F0142X_4732,1,203
W91ZLK24M00HE,65.88,,2024-04-16,2024-04-21,,,,,MARKER KING SIZE 4/ST AST,2024,3,75b59028a96acb4a,350572236,CONT_AWD_W91ZLK24M00HE_9700_GS02F0037X_4732,1,198
W91ZLK24M00HA,133.36,,2024-04-05,2024-04-10,,,,,"FOLDER,HANGING,LTR,1/5,VLT",2024,3,143825e2c407f3c0,350572235,CONT_AWD_W91ZLK24M00HA_9700_47QSEA21D0051_4732,1,204
W91ZLK24M00H6,3138.6,,2024-03-27,2024-04-01,,,,,"KNOCK DOWN,8 BU,BLACK,WOOD BASE",2024,2,75c551dced33440e,350572234,CONT_AWD_W91ZLK24M00H6_9700_GS21F126BA_4732,1,205
W91ZLK24M00H4,387.36,,2024-03-21,2024-03-26,,,,,DUCT AND CLOTH TAPES,2024,2,4034f1fa7790df32,350572233,CONT_AWD_W91ZLK24M00H4_9700_47QSHA19A000D_4732,1,206
W91ZLK24M00H3,119.4,,2024-03-07,2024-03-12,,,,,RHINO HEAT SHRINK TUBES INDUSTRIAL LABEL,2024,2,1f47a89faf40b74d,350572232,CONT_AWD_W91ZLK24M00H3_9700_GS02F0039V_4730,1,207
W91ZLK24M00H2,207.4,,2024-03-07,2024-03-12,,,,,"TAPE,HEAT SHRINK,1/4 ,WH",2024,2,0e3d7d0bc08a09ab,350572231,CONT_AWD_W91ZLK24M00H2_9700_47QSEA23D0020_4732,1,208
W91ZLK24M0009,951.39,,2024-02-05,2024-02-10,,,,,"RIBBON, MAGICARD 600, DUO, YMCKOK, 250 P",2024,2,3dfaa156df34417e,350572230,CONT_AWD_W91ZLK24M0009_9700_GS35F0429V_4730,1,209
W91ZLK24M0008,388.0,,2024-02-05,2024-02-10,,,,,8455016485710 RESEALABLE BADGE HOLDER,2024,2,bf7d8077cbf738fe,350572229,CONT_AWD_W91ZLK24M0008_9700_GS02F0052V_4730,1,189
W91ZLK24M0007,452.5,,2024-02-05,2024-02-10,,,,,"7530016578882,LBL,NAME BD",2024,2,02b7d743913850c4,350572228,CONT_AWD_W91ZLK24M0007_9700_GS02F0039V_4730,1,207
W91ZLK24M0006,285.2,,2024-02-02,2024-02-07,,,,,"CARDS, 500/BX, WHITE, CR80, 100% PVC",2024,2,e52d7a4200b17a5d,350572227,CONT_AWD_W91ZLK24M0006_9700_GS35F0429V_4730,1,209
W91ZLK24M0005,333.6,,2023-12-08,2023-12-13,,,,,XEROX 106R03480 HIGH YIELD BLACK TONER CARTRIDGE COMPATIBLE 6510 6515 5.5K,2024,1,981ba40c51e35cb0,350572226,CONT_AWD_W91ZLK24M0005_9700_GS02F0142X_4732,1,203
W91ZLK24M0004,301.92,,2023-12-05,2023-12-10,,,,,10 QTY 1 PACK X60 DRY SHOP TOWEL/INDUSTR,2024,1,836baa668b60f819,350572225,CONT_AWD_W91ZLK24M0004_9700_GS07F188CA_4732,1,210
W91ZLK24M0001,156.7,,2023-12-04,2023-12-09,,,,,DELL N7DWF 593-BBOW BLACK TONER S2825 H625 H825 2825 625 825 6CVF8 3K,2024,1,8340d0af5b0d8168,350572224,CONT_AWD_W91ZLK24M0001_9700_GS02F0142X_4732,1,203
W91ZLK24F0263,600235.32,,2024-09-30,2025-07-31,,,,,"PURCHASE OF 236 (EA) AC ADSORBER 24""X24""X16"" HEGA-AC-16",2024,4,6fc0e7ff5f3cce52,350572223,CONT_AWD_W91ZLK24F0263_9700_W91ZLK20D0002_9700,1,211
W91ZLK24F0261,80748.1,,2024-09-26,2024-11-29,,,,,38 WORKSTATIONS,2024,4,24d8ab18e0c9afed,350572222,CONT_AWD_W91ZLK24F0261_9700_W52P1J20D0018_9700,1,212
W91ZLK24F0258,33240.04,,2024-09-27,2024-10-25,,,,,"PURCHASE OF :  1 (EA) EVA-LA-S-999999-VA-X VA RESPONDER SERVER, PERPETUAL AXWAY  1 (EA) EVA-MA-S-999999-VA-P PREMIER LEVEL MAINTENANCE VA RSPONDER SERVER, ANNUAL AXWAY",2024,4,f687ab7985f3bc94,350572221,CONT_AWD_W91ZLK24F0258_9700_W52P1J20D0039_9700,1,213
W91ZLK24F0256,88060.43,,2024-09-26,2025-06-30,,,,,EQUIPMENT,2024,4,20aa926aee2f7cb1,350572220,CONT_AWD_W91ZLK24F0256_9700_W52P1J16D0009_9700,1,214
W91ZLK24F0255,114686.8,,2024-09-26,2025-09-23,,,,,RH02209 RED HAT ENTERPRISE LINUX,2024,4,bc786c5d8c5e899f,350572219,CONT_AWD_W91ZLK24F0255_9700_W52P1J20D0046_9700,1,215
W91ZLK24F0254,72380.37,,2024-09-26,2024-11-30,,,,,DEVCOM CBC REQUIRES VIDEO TELECONFERENCING SYSTEM (VTC) TO BE DE-INSTALLED FROM ASSEMBLED CHEMICAL WEAPONS AGENCY (ACWA) AND MOVED TO CBC.,2024,4,50ef81618f203ebb,350572218,CONT_AWD_W91ZLK24F0254_9700_W52P1J18DA108_9700,1,216
W91ZLK24F0253,1650075.74,,2024-09-26,2025-09-30,,,,,ARUBA HW AND SW SUPPORT,2024,4,de01f3e76e1e66e7,350572217,CONT_AWD_W91ZLK24F0253_9700_W52P1J20D0058_9700,1,217
W91ZLK24F0252,33865.58,,2024-09-25,2026-02-24,,,,,VTC CODEC UPGRADE SERVICES,2024,4,c694edd3e64034b6,350572216,CONT_AWD_W91ZLK24F0252_9700_W52P1J18DA048_9700,1,218
W91ZLK24F0245,72359.98,,2024-09-30,2024-10-30,,,,,DELL LATITUDE 5550,2024,4,2fb633bdaa675b90,350572215,CONT_AWD_W91ZLK24F0245_9700_W52P1J19D0053_9700,1,219
W91ZLK24F0243,92100.0,,2024-09-30,2024-11-29,,,,,ACC-APG REQUIRES THE PURCHASE OF DELL LATITUDE 5500 STANDARD NOTEBOOKS THROUGH THE CONSOLIDATED BUY 43 PROGRAM.,2024,4,a6ab7518fc229d4a,350572214,CONT_AWD_W91ZLK24F0243_9700_W52P1J19D0049_9700,1,59
W91ZLK24F0242,28826.9,,2024-09-24,2025-08-05,,,,,"SOFTWARE UPDATES, TECHNICAL SUPPORT, AND NON-PERSONAL SERVICES NECESSARY TO SUPPORT THE BLUECAT ASSETS BEING USED AT ABERDEEN TEST CENTER.",2024,4,f476eb692940fd13,350572213,CONT_AWD_W91ZLK24F0242_9700_W52P1J20D0069_9700,1,61
W91ZLK24F0240,248691.18,,2024-09-18,2024-10-25,,,,,PURCHASE 138 (EA) LATITUDE 7350 DETACHABLE,2024,4,70bc5fde9e25d72e,350572212,CONT_AWD_W91ZLK24F0240_9700_W52P1J19D0053_9700,1,219
W91ZLK24F0239,718652.0,,2024-09-19,2024-12-19,,,,,FY24 ENHANCED BUSINESS LAPTOPS,2024,4,f1ec9523d1dc955f,350572211,CONT_AWD_W91ZLK24F0239_9700_W52P1J19D0050_9700,1,220
W91ZLK24F0236,37357.55,,2024-09-20,2025-09-29,,,,,EXAGRID HARDWARE AND SOFTWARE MAINTENANCE AND SUPPORT.,2024,4,cc961bf88a74cd15,350572210,CONT_AWD_W91ZLK24F0236_9700_W52P1J16D0007_9700,1,221
W91ZLK24F0235,109469.55,,2024-09-20,2027-08-31,,,,,ACI FIXED 10G XF PREMIER PREVIOUS ACI AD,2024,4,f506f88c9f657724,350572209,CONT_AWD_W91ZLK24F0235_9700_W52P1J20D0069_9700,1,61
