Date,State,GGR_M,BetMGM_Share_Pct,Market_Maturity
2025-09-30 06:02:51.543693,Pennsylvania,82.49980035367605,29.766004903505298,Growing
2025-09-30 06:02:51.543693,Michigan,106.71151672564466,28.56743567837284,Growing
2025-09-30 06:02:51.543693,West Virginia,28.241600100845854,21.763114122001102,Growing
2025-09-30 06:02:51.543693,Connecticut,38.341949792830825,28.829802037514213,Growing
2025-09-30 06:02:51.543693,Delaware,39.17059077294738,17.328006622467615,Mature
2025-10-31 06:02:51.543693,New Jersey,69.33441224270584,16.36713832871617,Mature
2025-10-31 06:02:51.543693,Pennsylvania,44.964404348253666,19.671804947891392,Growing
2025-10-31 06:02:51.543693,Michigan,121.10996156330397,27.742482018318437,Growing
2025-10-31 06:02:51.543693,West Virginia,43.23169539470472,21.98815388960415,Growing
2025-10-31 06:02:51.543693,Connecticut,72.43386389029145,15.795015312854808,Growing
2025-10-31 06:02:51.543693,Delaware,30.062649251059373,21.425286085218467,Mature
2025-11-30 06:02:51.543693,New Jersey,168.71651615624867,17.611621146344064,Mature
2025-11-30 06:02:51.543693,Pennsylvania,65.74280559993606,18.834421983993746,Growing
2025-11-30 06:02:51.543693,Michigan,69.69325525622409,20.398524002969225,Growing
2025-11-30 06:02:51.543693,West Virginia,13.361177240390127,22.34568307428771,Growing
2025-11-30 06:02:51.543693,Connecticut,40.771223376095485,29.416005376862564,Growing
2025-11-30 06:02:51.543693,Delaware,10.997243355652486,16.745073987395934,Mature
2025-12-31 06:02:51.543693,New Jersey,135.39557568636494,25.85772261777951,Mature
2025-12-31 06:02:51.543693,Pennsylvania,136.28210482046677,24.466121606544284,Growing
2025-12-31 06:02:51.543693,Michigan,147.98940386541358,18.38883515468046,Growing
2025-12-31 06:02:51.543693,West Virginia,49.851879576693506,27.564317836843752,Growing
2025-12-31 06:02:51.543693,Connecticut,38.34277798905942,25.42828193600157,Growing
2025-12-31 06:02:51.543693,Delaware,21.989716494894125,27.894814750566688,Mature
2026-01-31 06:02:51.543693,New Jersey,206.7364297321375,24.093739925835315,Mature
2026-01-31 06:02:51.543693,Pennsylvania,160.27029031515983,15.38268076675417,Growing
2026-01-31 06:02:51.543693,Michigan,137.11628773504384,20.173885617543174,Growing
2026-01-31 06:02:51.543693,West Virginia,28.42527790905278,24.23242262459431,Growing
2026-01-31 06:02:51.543693,Connecticut,24.779005931557272,22.033097281344805,Growing
2026-01-31 06:02:51.543693,Delaware,28.6117470474931,16.185630753563068,Mature
