cik,ticker,taxonomy,concept,unit,value,period_start,period_end,accession,fiscal_year,fiscal_period,form,filed,period_type,canonical_metric,fact_id,company_id
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3090000000.0,,2009-12-26,0001193125-10-012085,2010.0,Q1,10-Q,2010-01-25,instant,,1322dabc2789df2c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,2886000000.0,,2010-03-27,0001193125-10-088957,2010.0,Q2,10-Q,2010-04-21,instant,,84bd92a107cee80c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,3447000000.0,,2010-06-26,0001193125-10-162840,2010.0,Q3,10-Q,2010-07-21,instant,,dac66ce53fd010db,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5510000000.0,,2010-09-25,0001193125-10-238044,2010.0,FY,10-K,2010-10-27,instant,,243d50df718d4344,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5510000000.0,,2010-09-25,0001193125-11-010144,2011.0,Q1,10-Q,2011-01-19,instant,,c7455bb7029550b3,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5510000000.0,,2010-09-25,0001193125-11-104388,2011.0,Q2,10-Q,2011-04-21,instant,,2df12ce478a8d981,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5510000000.0,,2010-09-25,0001193125-11-192493,2011.0,Q3,10-Q,2011-07-20,instant,,db7f324e820a0d40,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5510000000.0,,2010-09-25,0001193125-11-282113,2011.0,FY,10-K,2011-10-26,instant,,43e6fdc00408034e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,6027000000.0,,2010-12-25,0001193125-11-010144,2011.0,Q1,10-Q,2011-01-19,instant,,a74779c3e86bf8d1,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5798000000.0,,2011-03-26,0001193125-11-104388,2011.0,Q2,10-Q,2011-04-21,instant,,81e3bee98dc23147,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,6102000000.0,,2011-06-25,0001193125-11-192493,2011.0,Q3,10-Q,2011-07-20,instant,,1c22bb2f47cfae4d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-11-282113,2011.0,FY,10-K,2011-10-26,instant,,0c922731e5538c8a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-12-023398,2012.0,Q1,10-Q,2012-01-25,instant,,d358314f0a33dce4,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-12-182321,2012.0,Q2,10-Q,2012-04-25,instant,,fa8627ebc5632acc,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-12-314552,2012.0,Q3,10-Q,2012-07-25,instant,,a0f40e44f58a3d12,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-12-444068,2012.0,FY,10-K,2012-10-31,instant,,7db755d2d88b87f7,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,5369000000.0,,2011-09-24,0001193125-13-170623,2012.0,FY,8-K,2013-04-24,instant,,27e89fc3d06ce0d7,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,8930000000.0,,2011-12-31,0001193125-12-023398,2012.0,Q1,10-Q,2012-01-25,instant,,77c445cf8422b62e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,7042000000.0,,2012-03-31,0001193125-12-182321,2012.0,Q2,10-Q,2012-04-25,instant,,6bc756be16176df8,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,7657000000.0,,2012-06-30,0001193125-12-314552,2012.0,Q3,10-Q,2012-07-25,instant,,e33d4d9bea135e31,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-12-444068,2012.0,FY,10-K,2012-10-31,instant,,974d46ef9df24ac2,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-13-022339,2013.0,Q1,10-Q,2013-01-24,instant,,a8acb327da9a6566,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-13-168288,2013.0,Q2,10-Q,2013-04-24,instant,,953af3cd44d2163a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-13-170623,2012.0,FY,8-K,2013-04-24,instant,,08920cc2de092f25,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-13-300670,2013.0,Q3,10-Q,2013-07-24,instant,,0a21809cb5f37645,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10930000000.0,,2012-09-29,0001193125-13-416534,2013.0,FY,10-K,2013-10-30,instant,,46dc4be2ccc3aef5,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,11598000000.0,,2012-12-29,0001193125-13-022339,2013.0,Q1,10-Q,2013-01-24,instant,,12adca405ccce02f,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,7084000000.0,,2013-03-30,0001193125-13-168288,2013.0,Q2,10-Q,2013-04-24,instant,,4994cbd6b6fa8f58,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,8839000000.0,,2013-06-29,0001193125-13-300670,2013.0,Q3,10-Q,2013-07-24,instant,,0a735d8bc4df6c7d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-13-416534,2013.0,FY,10-K,2013-10-30,instant,,ff93d5d82dca3776,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-14-024487,2014.0,Q1,10-Q,2014-01-28,instant,,fe6c2caf2e8c3d53,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-14-157311,2014.0,Q2,10-Q,2014-04-24,instant,,dbbe6c3f7a552f62,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-14-277160,2014.0,Q3,10-Q,2014-07-23,instant,,b9e28ed6decec3aa,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-14-383437,2014.0,FY,10-K,2014-10-27,instant,,6ac7a9ac08c0ff85,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,13102000000.0,,2013-09-28,0001193125-15-023732,,,8-K,2015-01-28,instant,,9ee3ac4faeb29acd,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,14200000000.0,,2013-12-28,0001193125-14-024487,2014.0,Q1,10-Q,2014-01-28,instant,,15388025e1e138bc,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,9700000000.0,,2014-03-29,0001193125-14-157311,2014.0,Q2,10-Q,2014-04-24,instant,,115e14fd7dd2c5f7,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10788000000.0,,2014-06-28,0001193125-14-277160,2014.0,Q3,10-Q,2014-07-23,instant,,21ce1fae41635933,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-14-383437,2014.0,FY,10-K,2014-10-27,instant,,67324ca52e12852c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-15-023697,2015.0,Q1,10-Q,2015-01-28,instant,,ccec30e3892ee230,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-15-023732,,,8-K,2015-01-28,instant,,57fcb7915aa92d3b,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-15-153166,2015.0,Q2,10-Q,2015-04-28,instant,,f04254e90982dadb,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-15-259935,2015.0,Q3,10-Q,2015-07-22,instant,,a3742de8e577b762,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17460000000.0,,2014-09-27,0001193125-15-356351,2015.0,FY,10-K,2015-10-28,instant,,09a223ed5984964b,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16709000000.0,,2014-12-27,0001193125-15-023697,2015.0,Q1,10-Q,2015-01-28,instant,,ed3bc83a5d6a4668,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10905000000.0,,2015-03-28,0001193125-15-153166,2015.0,Q2,10-Q,2015-04-28,instant,,2199ca35dafa0577,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,10370000000.0,,2015-06-27,0001193125-15-259935,2015.0,Q3,10-Q,2015-07-22,instant,,161f2e944fbd4f1a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16849000000.0,,2015-09-26,0001193125-15-356351,2015.0,FY,10-K,2015-10-28,instant,,2dd574f2154423ea,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16849000000.0,,2015-09-26,0001193125-16-439878,2016.0,Q1,10-Q,2016-01-27,instant,,b4d98cfc223aaadb,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16849000000.0,,2015-09-26,0001193125-16-559625,2016.0,Q2,10-Q,2016-04-27,instant,,de19cdde254918e1,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16849000000.0,,2015-09-26,0001628280-16-017809,2016.0,Q3,10-Q,2016-07-27,instant,,760629921d7b2194,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16849000000.0,,2015-09-26,0001628280-16-020309,2016.0,FY,10-K,2016-10-26,instant,,7a2cd7780246b4cf,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,12953000000.0,,2015-12-26,0001193125-16-439878,2016.0,Q1,10-Q,2016-01-27,instant,,10b754d1b86a264e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,12229000000.0,,2016-03-26,0001193125-16-559625,2016.0,Q2,10-Q,2016-04-27,instant,,70f85197d94d541d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,11714000000.0,,2016-06-25,0001628280-16-017809,2016.0,Q3,10-Q,2016-07-27,instant,,53d4980e1318f7ad,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15754000000.0,,2016-09-24,0001628280-16-020309,2016.0,FY,10-K,2016-10-26,instant,,5d2f78ef5f7cbf9d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15754000000.0,,2016-09-24,0001628280-17-000717,2017.0,Q1,10-Q,2017-02-01,instant,,0258261a87780ca5,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15754000000.0,,2016-09-24,0001628280-17-004790,2017.0,Q2,10-Q,2017-05-03,instant,,6467542f31808f16,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15754000000.0,,2016-09-24,0000320193-17-000009,2017.0,Q3,10-Q,2017-08-02,instant,,e0d3c6d3993ddf9e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15754000000.0,,2016-09-24,0000320193-17-000070,2017.0,FY,10-K,2017-11-03,instant,,9a3da2c667f0bc8c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,14057000000.0,,2016-12-31,0001628280-17-000717,2017.0,Q1,10-Q,2017-02-01,instant,,0d2d78a7273b2746,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,11579000000.0,,2017-04-01,0001628280-17-004790,2017.0,Q2,10-Q,2017-05-03,instant,,2f12729806f4c2b6,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,12399000000.0,,2017-07-01,0000320193-17-000009,2017.0,Q3,10-Q,2017-08-02,instant,,6bff113c729da4fb,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17874000000.0,,2017-09-30,0000320193-17-000070,2017.0,FY,10-K,2017-11-03,instant,,90d0f9afad42afc4,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17874000000.0,,2017-09-30,0000320193-18-000007,2018.0,Q1,10-Q,2018-02-02,instant,,317bae48b8036b54,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17874000000.0,,2017-09-30,0000320193-18-000070,2018.0,Q2,10-Q,2018-05-02,instant,,e8869518e1edee56,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17874000000.0,,2017-09-30,0000320193-18-000100,2018.0,Q3,10-Q,2018-08-01,instant,,0addadd12e8aecbc,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17874000000.0,,2017-09-30,0000320193-18-000145,2018.0,FY,10-K,2018-11-05,instant,,d7f82a395a834b26,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23440000000.0,,2017-12-30,0000320193-18-000007,2018.0,Q1,10-Q,2018-02-02,instant,,aa70f9ab3cd139c5,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,14324000000.0,,2018-03-31,0000320193-18-000070,2018.0,Q2,10-Q,2018-05-02,instant,,fc76072b022c060e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,14104000000.0,,2018-06-30,0000320193-18-000100,2018.0,Q3,10-Q,2018-08-01,instant,,5f8540ed58c6d74a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23186000000.0,,2018-09-29,0000320193-18-000145,2018.0,FY,10-K,2018-11-05,instant,,91990c94a9129dfb,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23186000000.0,,2018-09-29,0000320193-19-000010,2019.0,Q1,10-Q,2019-01-30,instant,,da52491af0b10392,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23186000000.0,,2018-09-29,0000320193-19-000066,2019.0,Q2,10-Q,2019-05-01,instant,,a71bd3280032a891,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23186000000.0,,2018-09-29,0000320193-19-000076,2019.0,Q3,10-Q,2019-07-31,instant,,80222b9e4c39b734,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23186000000.0,,2018-09-29,0000320193-19-000119,2019.0,FY,10-K,2019-10-31,instant,,ff683c0a4c124af9,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,18077000000.0,,2018-12-29,0000320193-19-000010,2019.0,Q1,10-Q,2019-01-30,instant,,48707a000af40fa3,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15085000000.0,,2019-03-30,0000320193-19-000066,2019.0,Q2,10-Q,2019-05-01,instant,,202104c73e3f56e6,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,14148000000.0,,2019-06-29,0000320193-19-000076,2019.0,Q3,10-Q,2019-07-31,instant,,6afa97ff3ab8ecaf,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22926000000.0,,2019-09-28,0000320193-19-000119,2019.0,FY,10-K,2019-10-31,instant,,29c542fa435bffa6,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22926000000.0,,2019-09-28,0000320193-20-000010,2020.0,Q1,10-Q,2020-01-29,instant,,1771a05010cb18ec,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22926000000.0,,2019-09-28,0000320193-20-000052,2020.0,Q2,10-Q,2020-05-01,instant,,0781b824534b7dfe,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22926000000.0,,2019-09-28,0000320193-20-000062,2020.0,Q3,10-Q,2020-07-31,instant,,6f7f167224c6bd74,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22926000000.0,,2019-09-28,0000320193-20-000096,2020.0,FY,10-K,2020-10-30,instant,,9d90b0121c0d3ca6,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,20970000000.0,,2019-12-28,0000320193-20-000010,2020.0,Q1,10-Q,2020-01-29,instant,,7a1a4469b9bdb7ec,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,15722000000.0,,2020-03-28,0000320193-20-000052,2020.0,Q2,10-Q,2020-05-01,instant,,8e98adc4dfcb213c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17882000000.0,,2020-06-27,0000320193-20-000062,2020.0,Q3,10-Q,2020-07-31,instant,,128f555b5b894a58,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16120000000.0,,2020-09-26,0000320193-20-000096,2020.0,FY,10-K,2020-10-30,instant,,dd8d9331e4b3ecbd,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16120000000.0,,2020-09-26,0000320193-21-000010,2021.0,Q1,10-Q,2021-01-28,instant,,93aa641bb4ad4da8,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16120000000.0,,2020-09-26,0000320193-21-000056,2021.0,Q2,10-Q,2021-04-29,instant,,4b461c55d78d6d05,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16120000000.0,,2020-09-26,0000320193-21-000065,2021.0,Q3,10-Q,2021-07-28,instant,,595da4f954b0304e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,16120000000.0,,2020-09-26,0000320193-21-000105,2021.0,FY,10-K,2021-10-29,instant,,2a6e5840898c28e0,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,27101000000.0,,2020-12-26,0000320193-21-000010,2021.0,Q1,10-Q,2021-01-28,instant,,9a822f5ec7442744,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,18503000000.0,,2021-03-27,0000320193-21-000056,2021.0,Q2,10-Q,2021-04-29,instant,,7c009f5877ac01ee,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17475000000.0,,2021-06-26,0000320193-21-000065,2021.0,Q3,10-Q,2021-07-28,instant,,e1e6cb083757151a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26278000000.0,,2021-09-25,0000320193-21-000105,2021.0,FY,10-K,2021-10-29,instant,,6b2517e6a904e1dd,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26278000000.0,,2021-09-25,0000320193-22-000007,2022.0,Q1,10-Q,2022-01-28,instant,,d3118002af7554fc,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26278000000.0,,2021-09-25,0000320193-22-000059,2022.0,Q2,10-Q,2022-04-29,instant,,55fc75a59877b9e8,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26278000000.0,,2021-09-25,0000320193-22-000070,2022.0,Q3,10-Q,2022-07-29,instant,,2cfc4e7d3b8d55dd,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26278000000.0,,2021-09-25,0000320193-22-000108,2022.0,FY,10-K,2022-10-28,instant,,27c38dfc61ec6751,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,30213000000.0,,2021-12-25,0000320193-22-000007,2022.0,Q1,10-Q,2022-01-28,instant,,bb3418fad5d293a5,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,20815000000.0,,2022-03-26,0000320193-22-000059,2022.0,Q2,10-Q,2022-04-29,instant,,9bf5ffe704189225,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,21803000000.0,,2022-06-25,0000320193-22-000070,2022.0,Q3,10-Q,2022-07-29,instant,,2044f416eb130189,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,28184000000.0,,2022-09-24,0000320193-22-000108,2022.0,FY,10-K,2022-10-28,instant,,de11f08b40810def,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,28184000000.0,,2022-09-24,0000320193-23-000006,2023.0,Q1,10-Q,2023-02-03,instant,,71c2fd6c95ef16bb,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,28184000000.0,,2022-09-24,0000320193-23-000064,2023.0,Q2,10-Q,2023-05-05,instant,,071a7d344e35f8a7,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,28184000000.0,,2022-09-24,0000320193-23-000077,2023.0,Q3,10-Q,2023-08-04,instant,,17489e48a25d9e0e,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,28184000000.0,,2022-09-24,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,55169e9624e29990,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23752000000.0,,2022-12-31,0000320193-23-000006,2023.0,Q1,10-Q,2023-02-03,instant,,05ae988d4c9356e6,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,17936000000.0,,2023-04-01,0000320193-23-000064,2023.0,Q2,10-Q,2023-05-05,instant,,8a6b873fef608645,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,19549000000.0,,2023-07-01,0000320193-23-000077,2023.0,Q3,10-Q,2023-08-04,instant,,7daeff13631f0444,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29508000000.0,,2023-09-30,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,700f06fc8a3d62fd,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29508000000.0,,2023-09-30,0000320193-24-000006,2024.0,Q1,10-Q,2024-02-02,instant,,d0a1a326c7ba63bf,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29508000000.0,,2023-09-30,0000320193-24-000069,2024.0,Q2,10-Q,2024-05-03,instant,,c3aca3167d3fad33,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29508000000.0,,2023-09-30,0000320193-24-000081,2024.0,Q3,10-Q,2024-08-02,instant,,726608f4e8b4cc8c,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29508000000.0,,2023-09-30,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,38b3d710e19a4417,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,23194000000.0,,2023-12-30,0000320193-24-000006,2024.0,Q1,10-Q,2024-02-02,instant,,824406e4bfa56842,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,21837000000.0,,2024-03-30,0000320193-24-000069,2024.0,Q2,10-Q,2024-05-03,instant,,f5c9ad64b17ccc18,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,22795000000.0,,2024-06-29,0000320193-24-000081,2024.0,Q3,10-Q,2024-08-02,instant,,70bcddd63dccf0e8,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,33410000000.0,,2024-09-28,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,e0297ebe38b14e3f,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,33410000000.0,,2024-09-28,0000320193-25-000008,2025.0,Q1,10-Q,2025-01-31,instant,,86e7364eaf0e7212,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,33410000000.0,,2024-09-28,0000320193-25-000057,2025.0,Q2,10-Q,2025-05-02,instant,,d4be00b503ea136a,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,33410000000.0,,2024-09-28,0000320193-25-000073,2025.0,Q3,10-Q,2025-08-01,instant,,08a3ab0ae931e30d,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,33410000000.0,,2024-09-28,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,cffef05244f180c1,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,29639000000.0,,2024-12-28,0000320193-25-000008,2025.0,Q1,10-Q,2025-01-31,instant,,bd4404b021d39f93,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,26136000000.0,,2025-03-29,0000320193-25-000057,2025.0,Q2,10-Q,2025-05-02,instant,,10c2bbd8d56cf58b,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,27557000000.0,,2025-06-28,0000320193-25-000073,2025.0,Q3,10-Q,2025-08-01,instant,,26b427fa90df5e00,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,39777000000.0,,2025-09-27,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,286c52d4e78fb7e7,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,39777000000.0,,2025-09-27,0000320193-26-000006,2026.0,Q1,10-Q,2026-01-30,instant,,8f762fcd173dd5f2,1
320193,AAPL,us-gaap,AccountsReceivableNetCurrent,USD,39921000000.0,,2025-12-27,0000320193-26-000006,2026.0,Q1,10-Q,2026-01-30,instant,,789237aa337dd272,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,430000000.0,,2009-09-26,0001193125-10-162840,2010.0,Q3,10-Q,2010-07-21,instant,,f48a6ac170b2705e,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,430000000.0,,2009-09-26,0001193125-10-238044,2010.0,FY,10-K,2010-10-27,instant,,65e07c8de42d579a,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,56000000.0,,2010-06-26,0001193125-10-162840,2010.0,Q3,10-Q,2010-07-21,instant,,69182027eabccd9e,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,210000000.0,,2010-09-25,0001193125-10-238044,2010.0,FY,10-K,2010-10-27,instant,,4ec606f066954a5a,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,210000000.0,,2010-09-25,0001193125-11-010144,2011.0,Q1,10-Q,2011-01-19,instant,,93f494105ceecfa8,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,152000000.0,,2010-12-25,0001193125-11-010144,2011.0,Q1,10-Q,2011-01-19,instant,,f6f88b4c5dfd63c8,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,6552000000.0,,2022-09-24,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,c74c061225b8b682,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,8819000000.0,,2023-09-30,0000320193-23-000106,2023.0,FY,10-K,2023-11-03,instant,,e135dc45db8b5467,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,8819000000.0,,2023-09-30,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,41283cf1024ec7ba,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,26601000000.0,,2024-09-28,0000320193-24-000123,2024.0,FY,10-K,2024-11-01,instant,,7f549ef1f75c9afa,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,26601000000.0,,2024-09-28,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,a9f4397f38d2b79f,1
320193,AAPL,us-gaap,AccruedIncomeTaxesCurrent,USD,13016000000.0,,2025-09-27,0000320193-25-000079,2025.0,FY,10-K,2025-10-31,instant,,fef4999e289bd8b6,1
320193,AAPL,us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000.0,,2017-09-30,0000320193-18-000007,2018.0,Q1,10-Q,2018-02-02,instant,,04f7cd139bfbf20f,1
320193,AAPL,us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000.0,,2017-09-30,0000320193-18-000070,2018.0,Q2,10-Q,2018-05-02,instant,,75d1460ed915c66f,1
320193,AAPL,us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000.0,,2017-09-30,0000320193-18-000100,2018.0,Q3,10-Q,2018-08-01,instant,,a0c0ad317c8a1edd,1
320193,AAPL,us-gaap,AccruedIncomeTaxesNoncurrent,USD,257000000.0,,2017-09-30,0000320193-18-000145,2018.0,FY,10-K,2018-11-05,instant,,1db0d9451c7ab228,1
