cve_id,published,last_modified,cvss_v3,cvss_v2,severity,cwe_ids,description
CVE-2025-15439,2026-01-02T17:15:44.533,2026-01-08T18:09:49.800,6.3,6.5,MEDIUM,"CWE-74,CWE-89",A vulnerability was identified in Daptin 0.10.3. Affected by this vulnerability is the function goqu.L of the file server/resource/resource_aggregate.go of the component Aggregate API. The manipulation of the argument column/group/order leads to sql injection. The attack may be initiated remotely. The exploit is publicly available and might be used. The vendor was contacted early about this disclosure but did not respond in any way.
CVE-2025-34094,2026-01-02T17:15:45.150,2026-01-02T17:15:45.150,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34122,2026-01-02T17:15:45.247,2026-01-02T17:15:45.247,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34131,2026-01-02T17:15:45.317,2026-01-02T17:15:45.317,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34137,2026-01-02T17:15:45.370,2026-01-02T17:15:45.370,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34144,2026-01-02T17:15:45.433,2026-01-02T17:15:45.433,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34145,2026-01-02T17:15:45.493,2026-01-02T17:15:45.493,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34166,2026-01-02T17:15:45.550,2026-01-02T17:15:45.550,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34167,2026-01-02T17:15:45.610,2026-01-02T17:15:45.610,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34168,2026-01-02T17:15:45.680,2026-01-02T17:15:45.680,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34169,2026-01-02T17:15:45.753,2026-01-02T17:15:45.753,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34170,2026-01-02T17:15:45.820,2026-01-02T17:15:45.820,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34171,2026-01-02T17:15:45.897,2026-01-08T18:09:49.800,,,UNKNOWN,"CWE-497,CWE-862","CasaOS versions up to and including 0.4.15 expose multiple unauthenticated endpoints that allow remote attackers to retrieve sensitive configuration files and system debug information. The /v1/users/image endpoint can be abused with a user-controlled path parameter to access files under /var/lib/casaos/1/, which reveals installed applications and configuration details. Additionally, /v1/sys/debug discloses host operating system, kernel, hardware, and storage information. The endpoints also retur"
CVE-2025-34213,2026-01-02T17:15:45.960,2026-01-02T17:15:45.960,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34214,2026-01-02T17:15:46.027,2026-01-02T17:15:46.027,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34219,2026-01-02T17:15:46.083,2026-01-02T17:15:46.083,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34250,2026-01-02T17:15:46.150,2026-01-02T17:15:46.150,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34268,2026-01-02T17:15:46.207,2026-01-02T17:15:46.207,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34275,2026-01-02T17:15:46.273,2026-01-02T17:15:46.273,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34276,2026-01-02T17:15:46.337,2026-01-02T17:15:46.337,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34279,2026-01-02T17:15:46.397,2026-01-02T17:15:46.397,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34285,2026-01-02T17:15:46.460,2026-01-02T17:15:46.460,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34289,2026-01-02T17:15:46.520,2026-01-02T17:15:46.520,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34295,2026-01-02T17:15:46.573,2026-01-02T17:15:46.573,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34296,2026-01-02T17:15:46.637,2026-01-02T17:15:46.637,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34321,2026-01-02T17:15:46.697,2026-01-02T17:15:46.697,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34325,2026-01-02T17:15:46.753,2026-01-02T17:15:46.753,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34326,2026-01-02T17:15:46.820,2026-01-02T17:15:46.820,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34327,2026-01-02T17:15:46.890,2026-01-02T17:15:46.890,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34338,2026-01-02T17:15:46.957,2026-01-02T17:15:46.957,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34339,2026-01-02T17:15:47.017,2026-01-02T17:15:47.017,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34340,2026-01-02T17:15:47.087,2026-01-02T17:15:47.087,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34341,2026-01-02T17:15:47.153,2026-01-02T17:15:47.153,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34342,2026-01-02T17:15:47.220,2026-01-02T17:15:47.220,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34343,2026-01-02T17:15:47.283,2026-01-02T17:15:47.283,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34344,2026-01-02T17:15:47.347,2026-01-02T17:15:47.347,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34345,2026-01-02T17:15:47.400,2026-01-02T17:15:47.400,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34346,2026-01-02T17:15:47.463,2026-01-02T17:15:47.463,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34347,2026-01-02T17:15:47.533,2026-01-02T17:15:47.533,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34348,2026-01-02T17:15:47.593,2026-01-02T17:15:47.593,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34349,2026-01-02T17:15:47.660,2026-01-02T17:15:47.660,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34353,2026-01-02T17:15:47.720,2026-01-02T17:15:47.720,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34354,2026-01-02T17:15:47.783,2026-01-02T17:15:47.783,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34355,2026-01-02T17:15:47.847,2026-01-02T17:15:47.847,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34356,2026-01-02T17:15:47.910,2026-01-02T17:15:47.910,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34357,2026-01-02T17:15:47.977,2026-01-02T17:15:47.977,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34358,2026-01-02T17:15:48.033,2026-01-02T17:15:48.033,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34359,2026-01-02T17:15:48.103,2026-01-02T17:15:48.103,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34360,2026-01-02T17:15:48.160,2026-01-02T17:15:48.160,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34361,2026-01-02T17:15:48.227,2026-01-02T17:15:48.227,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34362,2026-01-02T17:15:48.287,2026-01-02T17:15:48.287,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34363,2026-01-02T17:15:48.350,2026-01-02T17:15:48.350,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34364,2026-01-02T17:15:48.403,2026-01-02T17:15:48.403,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34365,2026-01-02T17:15:48.467,2026-01-02T17:15:48.467,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34366,2026-01-02T17:15:48.530,2026-01-02T17:15:48.530,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34367,2026-01-02T17:15:48.587,2026-01-02T17:15:48.587,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34368,2026-01-02T17:15:48.643,2026-01-02T17:15:48.643,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34369,2026-01-02T17:15:48.703,2026-01-02T17:15:48.703,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34370,2026-01-02T17:15:48.767,2026-01-02T17:15:48.767,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34371,2026-01-02T17:15:48.833,2026-01-02T17:15:48.833,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34372,2026-01-02T17:15:48.897,2026-01-02T17:15:48.897,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34373,2026-01-02T17:15:48.953,2026-01-02T17:15:48.953,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34374,2026-01-02T17:15:49.017,2026-01-02T17:15:49.017,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34375,2026-01-02T17:15:49.077,2026-01-02T17:15:49.077,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34376,2026-01-02T17:15:49.137,2026-01-02T17:15:49.137,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34377,2026-01-02T17:15:49.200,2026-01-02T17:15:49.200,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34378,2026-01-02T17:15:49.260,2026-01-02T17:15:49.260,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34379,2026-01-02T17:15:49.317,2026-01-02T17:15:49.317,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34380,2026-01-02T17:15:49.380,2026-01-02T17:15:49.380,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34381,2026-01-02T17:15:49.440,2026-01-02T17:15:49.440,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34382,2026-01-02T17:15:49.507,2026-01-02T17:15:49.507,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34383,2026-01-02T17:15:49.570,2026-01-02T17:15:49.570,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34384,2026-01-02T17:15:49.630,2026-01-02T17:15:49.630,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34385,2026-01-02T17:15:49.693,2026-01-02T17:15:49.693,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34386,2026-01-02T17:15:49.760,2026-01-02T17:15:49.760,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34387,2026-01-02T17:15:49.823,2026-01-02T17:15:49.823,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34388,2026-01-02T17:15:49.887,2026-01-02T17:15:49.887,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34389,2026-01-02T17:15:49.943,2026-01-02T17:15:49.943,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34390,2026-01-02T17:15:50.010,2026-01-02T17:15:50.010,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34391,2026-01-02T17:15:50.067,2026-01-02T17:15:50.067,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34405,2026-01-02T17:15:50.127,2026-01-02T17:15:50.127,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34415,2026-01-02T17:15:50.200,2026-01-02T17:15:50.200,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34426,2026-01-02T17:15:50.267,2026-01-02T17:15:50.267,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34431,2026-01-02T17:15:50.330,2026-01-02T17:15:50.330,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34432,2026-01-02T17:15:50.393,2026-01-02T17:15:50.393,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34443,2026-01-02T17:15:50.457,2026-01-02T17:15:50.457,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34444,2026-01-02T17:15:50.510,2026-01-02T17:15:50.510,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34445,2026-01-02T17:15:50.573,2026-01-02T17:15:50.573,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34446,2026-01-02T17:15:50.637,2026-01-02T17:15:50.637,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34447,2026-01-02T17:15:50.700,2026-01-02T17:15:50.700,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34448,2026-01-02T17:15:50.753,2026-01-02T17:15:50.753,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34453,2026-01-02T17:15:50.817,2026-01-02T17:15:50.817,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34454,2026-01-02T17:15:50.887,2026-01-02T17:15:50.887,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34455,2026-01-02T17:15:50.943,2026-01-02T17:15:50.943,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34456,2026-01-02T17:15:51.007,2026-01-02T17:15:51.007,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34459,2026-01-02T17:15:51.067,2026-01-02T17:15:51.067,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34460,2026-01-02T17:15:51.130,2026-01-05T14:15:53.427,,,UNKNOWN,,Rejected reason: This candidate has been reserved by a CVE Numbering Authority (CNA).
CVE-2025-34461,2026-01-02T17:15:51.187,2026-01-02T17:15:51.187,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34462,2026-01-02T17:15:51.250,2026-01-02T17:15:51.250,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34463,2026-01-02T17:15:51.310,2026-01-02T17:15:51.310,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34464,2026-01-02T17:15:51.370,2026-01-02T17:15:51.370,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34465,2026-01-02T17:15:51.430,2026-01-02T17:15:51.430,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34466,2026-01-02T17:15:51.497,2026-01-02T17:15:51.497,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34470,2026-01-02T17:15:51.553,2026-01-02T17:15:51.553,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34471,2026-01-02T17:15:51.617,2026-01-02T17:15:51.617,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34472,2026-01-02T17:15:51.680,2026-01-02T17:15:51.680,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34473,2026-01-02T17:15:51.740,2026-01-02T17:15:51.740,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34474,2026-01-02T17:15:51.807,2026-01-02T17:15:51.807,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34475,2026-01-02T17:15:51.863,2026-01-02T17:15:51.863,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34476,2026-01-02T17:15:51.927,2026-01-02T17:15:51.927,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34477,2026-01-02T17:15:51.983,2026-01-02T17:15:51.983,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34478,2026-01-02T17:15:52.043,2026-01-02T17:15:52.043,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34479,2026-01-02T17:15:52.107,2026-01-02T17:15:52.107,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34480,2026-01-02T17:15:52.173,2026-01-02T17:15:52.173,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34481,2026-01-02T17:15:52.230,2026-01-02T17:15:52.230,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34482,2026-01-02T17:15:52.290,2026-01-02T17:15:52.290,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34483,2026-01-02T17:15:52.353,2026-01-02T17:15:52.353,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34484,2026-01-02T17:15:52.417,2026-01-02T17:15:52.417,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34485,2026-01-02T17:15:52.480,2026-01-02T17:15:52.480,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34486,2026-01-02T17:15:52.540,2026-01-02T17:15:52.540,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34487,2026-01-02T17:15:52.603,2026-01-02T17:15:52.603,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34488,2026-01-02T17:15:52.663,2026-01-02T17:15:52.663,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34492,2026-01-02T17:15:52.720,2026-01-02T17:15:52.720,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34493,2026-01-02T17:15:52.783,2026-01-02T17:15:52.783,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34494,2026-01-02T17:15:52.850,2026-01-02T17:15:52.850,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34495,2026-01-02T17:15:52.910,2026-01-02T17:15:52.910,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34496,2026-01-02T17:15:52.977,2026-01-02T17:15:52.977,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34497,2026-01-02T17:15:53.040,2026-01-02T17:15:53.040,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34498,2026-01-02T17:15:53.097,2026-01-02T17:15:53.097,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34505,2026-01-02T17:15:53.160,2026-01-02T17:15:53.160,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34507,2026-01-02T17:15:53.217,2026-01-02T17:15:53.217,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34524,2026-01-02T17:15:53.280,2026-01-02T17:15:53.280,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34525,2026-01-02T17:15:53.340,2026-01-02T17:15:53.340,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34526,2026-01-02T17:15:53.400,2026-01-02T17:15:53.400,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34527,2026-01-02T17:15:53.460,2026-01-02T17:15:53.460,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34528,2026-01-02T17:15:53.523,2026-01-02T17:15:53.523,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34529,2026-01-02T17:15:53.577,2026-01-02T17:15:53.577,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34530,2026-01-02T17:15:53.637,2026-01-02T17:15:53.637,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34531,2026-01-02T17:15:53.693,2026-01-02T17:15:53.693,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34532,2026-01-02T17:15:53.753,2026-01-02T17:15:53.753,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34533,2026-01-02T17:15:53.817,2026-01-02T17:15:53.817,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34534,2026-01-02T17:15:53.880,2026-01-02T17:15:53.880,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34535,2026-01-02T17:15:53.940,2026-01-02T17:15:53.940,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34536,2026-01-02T17:15:54.003,2026-01-02T17:15:54.003,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34537,2026-01-02T17:15:54.063,2026-01-02T17:15:54.063,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34538,2026-01-02T17:15:54.123,2026-01-02T17:15:54.123,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34539,2026-01-02T17:15:54.187,2026-01-02T17:15:54.187,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34540,2026-01-02T17:15:54.247,2026-01-02T17:15:54.247,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34541,2026-01-02T17:15:54.310,2026-01-02T17:15:54.310,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34542,2026-01-02T17:15:54.370,2026-01-02T17:15:54.370,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34543,2026-01-02T17:15:54.437,2026-01-02T17:15:54.437,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
CVE-2025-34544,2026-01-02T17:15:54.503,2026-01-02T17:15:54.503,,,UNKNOWN,,Rejected reason: This CVE ID was rejected because it was reserved but not used for a vulnerability disclosure.
