flight_date,carrier,carrier_name,flight_num,origin,origin_city,origin_state,dest,dest_city,dest_state,crs_dep_time,dep_delay,arr_delay,cancelled,diverted,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,distance,flight_id
2024-01-01,AS,Alaska Airlines,3320,DFW,Dallas,TX,MIA,Miami,FL,1340,5.0,2.0,0,0,,,,,,2857,193
2024-01-01,AS,Alaska Airlines,664,PHX,Phoenix,AZ,MIA,Miami,FL,1445,-7.0,-9.0,0,0,,,,,,312,194
2024-01-01,B6,JetBlue Airways,2869,SFO,San Francisco,CA,ORD,Chicago,IL,2140,-9.0,-9.0,0,0,,,,,,1700,195
2024-01-01,DL,Delta Air Lines,6665,DFW,Dallas,TX,PHX,Phoenix,AZ,2020,10.0,12.0,0,0,,,,,,2232,196
2024-01-01,NK,Spirit Airlines,5921,LAX,Los Angeles,CA,MIA,Miami,FL,845,0.0,-2.0,0,0,,,,,,1137,197
2024-01-01,AS,Alaska Airlines,4403,SEA,Seattle,WA,DEN,Denver,CO,1845,38.0,28.0,0,0,,,,,25.0,1078,198
2024-01-01,B6,JetBlue Airways,7182,DFW,Dallas,TX,MIA,Miami,FL,1120,-10.0,-9.0,0,0,,,,,,1362,199
2024-01-01,UA,United Airlines,2201,MIA,Miami,FL,DFW,Dallas,TX,1430,44.0,42.0,0,0,,,29.0,,,961,200
2024-01-01,WN,Southwest Airlines,1042,SFO,San Francisco,CA,DEN,Denver,CO,1350,25.0,35.0,0,0,17.0,,,,,240,201
2024-01-01,WN,Southwest Airlines,1828,SFO,San Francisco,CA,JFK,New York,NY,1420,10.0,13.0,0,0,,,,,,2513,202
2024-01-01,DL,Delta Air Lines,6931,ATL,Atlanta,GA,MIA,Miami,FL,605,5.0,1.0,0,0,,,,,,1979,203
2024-01-01,AA,American Airlines,2220,DFW,Dallas,TX,SFO,San Francisco,CA,1815,13.0,8.0,0,0,,,,,,236,204
2024-01-01,WN,Southwest Airlines,1478,SFO,San Francisco,CA,SEA,Seattle,WA,955,11.0,15.0,0,0,,,,,,2905,205
2024-01-01,DL,Delta Air Lines,5350,DEN,Denver,CO,PHX,Phoenix,AZ,820,-9.0,-8.0,0,0,,,,,,347,206
2024-01-01,DL,Delta Air Lines,6427,SFO,San Francisco,CA,JFK,New York,NY,1350,-6.0,-11.0,0,0,,,,,,1019,207
2024-01-01,F9,Frontier Airlines,8477,MIA,Miami,FL,DEN,Denver,CO,1555,32.0,25.0,0,0,,28.0,,,,617,208
2024-01-01,UA,United Airlines,962,ORD,Chicago,IL,PHX,Phoenix,AZ,600,11.0,13.0,0,0,,,,,,802,209
2024-01-01,F9,Frontier Airlines,8383,MIA,Miami,FL,PHX,Phoenix,AZ,1100,195.0,218.0,0,0,,,178.0,,,2989,210
2024-01-01,WN,Southwest Airlines,3966,LAX,Los Angeles,CA,MIA,Miami,FL,2005,33.0,33.0,0,0,,18.0,,,,2124,211
2024-01-01,B6,JetBlue Airways,6906,JFK,New York,NY,LAX,Los Angeles,CA,940,13.0,15.0,0,0,,,,,,1453,212
2024-01-01,B6,JetBlue Airways,5132,ORD,Chicago,IL,LAX,Los Angeles,CA,1855,7.0,8.0,0,0,,,,,,2062,213
2024-01-01,B6,JetBlue Airways,9823,JFK,New York,NY,SFO,San Francisco,CA,1730,20.0,35.0,0,0,16.0,,,,,2688,214
2024-01-01,UA,United Airlines,8199,SEA,Seattle,WA,LAX,Los Angeles,CA,2045,-5.0,0.0,0,0,,,,,,405,215
2024-01-01,F9,Frontier Airlines,4332,PHX,Phoenix,AZ,DEN,Denver,CO,1615,-7.0,-12.0,0,0,,,,,,880,216
2024-01-01,WN,Southwest Airlines,820,SEA,Seattle,WA,MIA,Miami,FL,1010,13.0,17.0,0,0,,,,,,1003,217
2024-01-01,UA,United Airlines,5660,SFO,San Francisco,CA,PHX,Phoenix,AZ,2000,2.0,2.0,0,0,,,,,,1858,218
2024-01-01,UA,United Airlines,2710,SFO,San Francisco,CA,DFW,Dallas,TX,2255,-1.0,-5.0,0,0,,,,,,1246,219
2024-01-01,F9,Frontier Airlines,5863,SFO,San Francisco,CA,JFK,New York,NY,1215,28.0,32.0,0,0,,,,,19.0,2326,220
2024-01-01,NK,Spirit Airlines,6309,LAX,Los Angeles,CA,DFW,Dallas,TX,1930,-7.0,-5.0,0,0,,,,,,2607,221
2024-01-01,AS,Alaska Airlines,3142,ORD,Chicago,IL,PHX,Phoenix,AZ,1050,184.0,164.0,0,0,95.0,,,,,2980,222
2024-01-01,F9,Frontier Airlines,7213,PHX,Phoenix,AZ,JFK,New York,NY,2015,177.0,225.0,0,0,,,,13.0,,2818,223
2024-01-01,B6,JetBlue Airways,2410,JFK,New York,NY,ATL,Atlanta,GA,1915,-1.0,2.0,0,0,,,,,,635,224
2024-01-01,WN,Southwest Airlines,451,SFO,San Francisco,CA,ATL,Atlanta,GA,2115,10.0,5.0,0,0,,,,,,1542,225
2024-01-01,AA,American Airlines,7696,MIA,Miami,FL,LAX,Los Angeles,CA,1750,0.0,0.0,0,0,,,,,,2077,226
2024-01-01,NK,Spirit Airlines,9641,LAX,Los Angeles,CA,SEA,Seattle,WA,540,15.0,35.0,0,0,,,,,,921,227
2024-01-01,DL,Delta Air Lines,7830,DFW,Dallas,TX,SFO,San Francisco,CA,950,14.0,17.0,0,0,,,,,,320,228
2024-01-01,F9,Frontier Airlines,4822,DFW,Dallas,TX,SEA,Seattle,WA,610,-7.0,-5.0,0,0,,,,,,1303,229
2024-01-01,AS,Alaska Airlines,3827,ORD,Chicago,IL,PHX,Phoenix,AZ,1705,13.0,9.0,0,0,,,,,,733,230
2024-01-01,WN,Southwest Airlines,3138,MIA,Miami,FL,ORD,Chicago,IL,1800,-6.0,-2.0,0,0,,,,,,2100,231
2024-01-01,NK,Spirit Airlines,9979,SEA,Seattle,WA,LAX,Los Angeles,CA,1120,55.0,48.0,0,0,,,,,47.0,1238,232
2024-01-01,WN,Southwest Airlines,5357,ORD,Chicago,IL,DEN,Denver,CO,1100,8.0,11.0,0,0,,,,,,1882,233
2024-01-01,F9,Frontier Airlines,3916,DFW,Dallas,TX,DEN,Denver,CO,1715,54.0,54.0,0,0,17.0,,,,,1378,234
2024-01-01,UA,United Airlines,8863,SFO,San Francisco,CA,PHX,Phoenix,AZ,905,113.0,120.0,0,0,17.0,,,,,2456,235
2024-01-01,F9,Frontier Airlines,8826,LAX,Los Angeles,CA,MIA,Miami,FL,1230,36.0,55.0,0,0,29.0,,,,,1359,236
2024-01-01,B6,JetBlue Airways,665,SFO,San Francisco,CA,MIA,Miami,FL,1240,-2.0,-7.0,0,0,,,,,,1147,237
2024-01-01,AS,Alaska Airlines,8879,JFK,New York,NY,MIA,Miami,FL,1205,6.0,10.0,0,0,,,,,,2752,238
2024-01-01,WN,Southwest Airlines,2567,SFO,San Francisco,CA,LAX,Los Angeles,CA,1255,1.0,0.0,0,0,,,,,,1772,239
2024-01-01,UA,United Airlines,5598,PHX,Phoenix,AZ,ORD,Chicago,IL,1840,9.0,12.0,0,0,,,,,,586,240
2024-01-01,DL,Delta Air Lines,3315,LAX,Los Angeles,CA,ORD,Chicago,IL,940,276.0,324.0,0,0,,116.0,,,,1404,241
2024-01-01,F9,Frontier Airlines,1253,MIA,Miami,FL,LAX,Los Angeles,CA,2040,-6.0,-3.0,0,0,,,,,,868,242
2024-01-01,UA,United Airlines,3936,JFK,New York,NY,SFO,San Francisco,CA,2120,45.0,53.0,0,0,28.0,,,,,581,243
2024-01-01,B6,JetBlue Airways,8553,JFK,New York,NY,DEN,Denver,CO,2010,275.0,325.0,0,0,,,,,245.0,678,244
2024-01-01,NK,Spirit Airlines,8363,MIA,Miami,FL,PHX,Phoenix,AZ,1315,202.0,236.0,0,0,165.0,,,,,2262,245
2024-01-01,AA,American Airlines,9941,ATL,Atlanta,GA,LAX,Los Angeles,CA,1845,-5.0,-3.0,0,0,,,,,,810,246
2024-01-01,NK,Spirit Airlines,4185,ATL,Atlanta,GA,LAX,Los Angeles,CA,1850,11.0,13.0,0,0,,,,,,1746,247
2024-01-01,DL,Delta Air Lines,5191,SFO,San Francisco,CA,PHX,Phoenix,AZ,1220,67.0,82.0,0,0,,54.0,,,,2186,248
2024-01-01,F9,Frontier Airlines,7279,ATL,Atlanta,GA,SEA,Seattle,WA,800,-5.0,-8.0,0,0,,,,,,2653,249
2024-01-01,NK,Spirit Airlines,3667,JFK,New York,NY,DEN,Denver,CO,1720,-1.0,-5.0,0,0,,,,,,618,250
2024-01-01,DL,Delta Air Lines,9141,SFO,San Francisco,CA,LAX,Los Angeles,CA,2050,157.0,163.0,0,0,36.0,,,,,2542,251
2024-01-01,AA,American Airlines,1736,SFO,San Francisco,CA,MIA,Miami,FL,1620,58.0,71.0,0,0,,21.0,,,,1811,252
2024-01-01,UA,United Airlines,2035,SFO,San Francisco,CA,ATL,Atlanta,GA,1110,251.0,241.0,0,0,,,,,53.0,2083,253
2024-01-01,DL,Delta Air Lines,3126,DEN,Denver,CO,MIA,Miami,FL,1250,49.0,45.0,0,0,,,23.0,,,2811,254
2024-01-01,NK,Spirit Airlines,6143,PHX,Phoenix,AZ,ATL,Atlanta,GA,1520,51.0,53.0,0,0,,,23.0,,,2483,255
2024-01-01,WN,Southwest Airlines,290,DFW,Dallas,TX,DEN,Denver,CO,815,135.0,156.0,0,0,,,110.0,,,2252,256
2024-01-01,AA,American Airlines,3035,MIA,Miami,FL,SEA,Seattle,WA,2355,53.0,43.0,0,0,35.0,,,,,2112,257
2024-01-01,NK,Spirit Airlines,5629,DFW,Dallas,TX,SEA,Seattle,WA,2020,-5.0,-10.0,0,0,,,,,,2820,258
2024-01-01,AA,American Airlines,1803,ORD,Chicago,IL,SEA,Seattle,WA,915,71.0,82.0,0,0,,,,,67.0,2814,259
2024-01-01,NK,Spirit Airlines,9857,LAX,Los Angeles,CA,MIA,Miami,FL,1320,-1.0,2.0,0,0,,,,,,1984,260
2024-01-01,NK,Spirit Airlines,3155,SEA,Seattle,WA,JFK,New York,NY,1145,21.0,24.0,0,0,,,19.0,,,2137,261
2024-01-01,F9,Frontier Airlines,7245,PHX,Phoenix,AZ,LAX,Los Angeles,CA,810,49.0,53.0,0,0,39.0,,,,,2240,262
2024-01-01,AS,Alaska Airlines,2738,DFW,Dallas,TX,DEN,Denver,CO,1545,7.0,8.0,0,0,,,,,,1764,263
2024-01-01,WN,Southwest Airlines,6691,SEA,Seattle,WA,MIA,Miami,FL,2010,7.0,6.0,0,0,,,,,,584,264
2024-01-01,NK,Spirit Airlines,7026,ATL,Atlanta,GA,ORD,Chicago,IL,1255,11.0,12.0,0,0,,,,,,354,265
2024-01-01,B6,JetBlue Airways,3922,MIA,Miami,FL,LAX,Los Angeles,CA,1220,246.0,302.0,0,0,149.0,,,,,2320,266
2024-01-01,WN,Southwest Airlines,9946,DEN,Denver,CO,DFW,Dallas,TX,835,12.0,12.0,0,0,,,,,,789,267
2024-01-01,AA,American Airlines,9468,DFW,Dallas,TX,ORD,Chicago,IL,2030,13.0,8.0,0,0,,,,,,2338,268
2024-01-01,DL,Delta Air Lines,1091,ORD,Chicago,IL,MIA,Miami,FL,2245,-5.0,-2.0,0,0,,,,,,2658,269
2024-01-01,AA,American Airlines,3226,MIA,Miami,FL,ORD,Chicago,IL,920,0.0,0.0,0,0,,,,,,730,270
2024-01-01,B6,JetBlue Airways,278,ORD,Chicago,IL,DEN,Denver,CO,945,-8.0,-4.0,0,0,,,,,,275,271
2024-01-01,F9,Frontier Airlines,4699,PHX,Phoenix,AZ,MIA,Miami,FL,1230,0.0,3.0,0,0,,,,,,569,272
2024-01-01,UA,United Airlines,9915,PHX,Phoenix,AZ,DFW,Dallas,TX,1500,10.0,13.0,0,0,,,,,,1415,273
2024-01-01,DL,Delta Air Lines,2114,LAX,Los Angeles,CA,DFW,Dallas,TX,720,13.0,8.0,0,0,,,,,,1651,274
2024-01-01,UA,United Airlines,658,DEN,Denver,CO,ATL,Atlanta,GA,1010,15.0,13.0,0,0,,,,,,229,275
2024-01-01,UA,United Airlines,8703,MIA,Miami,FL,SEA,Seattle,WA,2010,-5.0,-6.0,0,0,,,,,,2060,276
2024-01-01,B6,JetBlue Airways,7074,ATL,Atlanta,GA,SFO,San Francisco,CA,1605,-3.0,-8.0,0,0,,,,,,737,277
2024-01-01,AS,Alaska Airlines,573,ATL,Atlanta,GA,SEA,Seattle,WA,1200,9.0,9.0,0,0,,,,,,2558,278
2024-01-01,B6,JetBlue Airways,2975,DFW,Dallas,TX,DEN,Denver,CO,1050,-1.0,3.0,0,0,,,,,,377,279
2024-01-01,B6,JetBlue Airways,6518,ATL,Atlanta,GA,LAX,Los Angeles,CA,1545,0.0,-1.0,0,0,,,,,,690,280
2024-01-01,AA,American Airlines,4990,SFO,San Francisco,CA,ATL,Atlanta,GA,2155,2.0,2.0,0,0,,,,,,1999,281
2024-01-01,DL,Delta Air Lines,5820,LAX,Los Angeles,CA,DFW,Dallas,TX,900,14.0,17.0,0,0,,,,,,470,282
2024-01-01,DL,Delta Air Lines,9828,SEA,Seattle,WA,PHX,Phoenix,AZ,2135,173.0,218.0,0,0,21.0,,,,,900,283
2024-01-01,AS,Alaska Airlines,4345,DFW,Dallas,TX,ATL,Atlanta,GA,645,-7.0,-3.0,0,0,,,,,,2474,284
2024-01-01,AA,American Airlines,569,JFK,New York,NY,DEN,Denver,CO,1815,15.0,10.0,0,0,,,,,,2786,285
2024-01-01,F9,Frontier Airlines,4971,LAX,Los Angeles,CA,DEN,Denver,CO,840,,,1,0,,,,,,1883,286
2024-01-01,NK,Spirit Airlines,4700,LAX,Los Angeles,CA,SEA,Seattle,WA,2130,7.0,4.0,0,0,,,,,,2126,287
2024-01-01,NK,Spirit Airlines,8938,ORD,Chicago,IL,MIA,Miami,FL,2045,54.0,66.0,0,0,,,46.0,,,2487,288
2024-01-01,DL,Delta Air Lines,6147,JFK,New York,NY,DEN,Denver,CO,2030,1.0,1.0,0,0,,,,,,832,289
2024-01-01,AA,American Airlines,4048,PHX,Phoenix,AZ,ORD,Chicago,IL,1305,232.0,290.0,0,0,,,,,84.0,1623,290
2024-01-01,UA,United Airlines,2570,JFK,New York,NY,PHX,Phoenix,AZ,1050,0.0,-3.0,0,0,,,,,,2650,291
2024-01-01,F9,Frontier Airlines,7077,LAX,Los Angeles,CA,JFK,New York,NY,2115,-2.0,-6.0,0,0,,,,,,539,292
2024-01-01,F9,Frontier Airlines,6072,DFW,Dallas,TX,ATL,Atlanta,GA,1230,7.0,3.0,0,0,,,,,,1250,293
2024-01-01,AS,Alaska Airlines,929,SEA,Seattle,WA,ORD,Chicago,IL,2005,-4.0,0.0,0,0,,,,,,865,294
2024-01-01,AA,American Airlines,6900,ORD,Chicago,IL,LAX,Los Angeles,CA,1120,62.0,52.0,0,0,23.0,,,,,463,295
2024-01-01,F9,Frontier Airlines,2079,PHX,Phoenix,AZ,SFO,San Francisco,CA,1610,-7.0,-12.0,0,0,,,,,,472,296
2024-01-01,F9,Frontier Airlines,678,ORD,Chicago,IL,SEA,Seattle,WA,920,-5.0,-1.0,0,0,,,,,,1941,297
2024-01-01,NK,Spirit Airlines,7437,JFK,New York,NY,ATL,Atlanta,GA,1245,24.0,42.0,0,0,,,,,17.0,1562,298
2024-01-01,WN,Southwest Airlines,4856,ATL,Atlanta,GA,MIA,Miami,FL,2355,8.0,9.0,0,0,,,,,,1535,299
2024-01-01,F9,Frontier Airlines,6430,LAX,Los Angeles,CA,SFO,San Francisco,CA,1835,-6.0,-6.0,0,0,,,,,,325,300
2024-01-01,F9,Frontier Airlines,6572,DFW,Dallas,TX,SFO,San Francisco,CA,2035,59.0,56.0,0,0,,28.0,,,,550,301
2024-01-01,NK,Spirit Airlines,7653,ORD,Chicago,IL,JFK,New York,NY,1315,279.0,267.0,0,0,,,81.0,,,493,302
2024-01-01,AS,Alaska Airlines,1381,SEA,Seattle,WA,JFK,New York,NY,2155,-6.0,-10.0,0,0,,,,,,763,303
2024-01-01,AA,American Airlines,2032,ATL,Atlanta,GA,PHX,Phoenix,AZ,715,-10.0,-5.0,0,0,,,,,,1414,304
2024-01-01,DL,Delta Air Lines,858,ATL,Atlanta,GA,LAX,Los Angeles,CA,1740,-7.0,-9.0,0,0,,,,,,478,305
2024-01-01,UA,United Airlines,2582,SFO,San Francisco,CA,JFK,New York,NY,1850,-6.0,-3.0,0,0,,,,,,681,306
2024-01-01,AA,American Airlines,1990,SEA,Seattle,WA,PHX,Phoenix,AZ,900,-9.0,-8.0,0,0,,,,,,1793,307
2024-01-01,F9,Frontier Airlines,6398,ORD,Chicago,IL,SEA,Seattle,WA,1410,-6.0,-1.0,0,0,,,,,,2635,308
2024-01-01,WN,Southwest Airlines,7200,LAX,Los Angeles,CA,ATL,Atlanta,GA,1330,,,1,0,,,,,,1881,309
2024-01-01,UA,United Airlines,4181,SFO,San Francisco,CA,DEN,Denver,CO,1300,22.0,23.0,0,0,,,,7.0,,1475,310
2024-01-01,F9,Frontier Airlines,5184,SFO,San Francisco,CA,ATL,Atlanta,GA,1455,130.0,167.0,0,0,,,121.0,,,703,311
2024-01-01,B6,JetBlue Airways,5703,MIA,Miami,FL,ATL,Atlanta,GA,1650,12.0,16.0,0,0,,,,,,2112,312
2024-01-01,WN,Southwest Airlines,7930,ORD,Chicago,IL,SFO,San Francisco,CA,1845,2.0,2.0,0,0,,,,,,2952,313
2024-01-01,F9,Frontier Airlines,8947,DFW,Dallas,TX,SFO,San Francisco,CA,1055,5.0,10.0,0,0,,,,,,1514,314
2024-01-01,AA,American Airlines,7061,PHX,Phoenix,AZ,ORD,Chicago,IL,1135,51.0,53.0,0,0,19.0,,,,,2218,315
2024-01-01,WN,Southwest Airlines,8657,DEN,Denver,CO,PHX,Phoenix,AZ,710,258.0,293.0,0,0,,,,,79.0,398,316
2024-01-01,F9,Frontier Airlines,3092,MIA,Miami,FL,PHX,Phoenix,AZ,1035,-9.0,-12.0,0,0,,,,,,995,317
2024-01-01,WN,Southwest Airlines,4158,DEN,Denver,CO,DFW,Dallas,TX,1805,17.0,24.0,0,0,,,17.0,,,566,318
2024-01-01,UA,United Airlines,3998,MIA,Miami,FL,DFW,Dallas,TX,1100,,,1,0,,,,,,1791,319
2024-01-01,AS,Alaska Airlines,1341,JFK,New York,NY,ORD,Chicago,IL,1115,9.0,5.0,0,0,,,,,,2323,320
2024-01-01,AS,Alaska Airlines,4268,ORD,Chicago,IL,PHX,Phoenix,AZ,1900,-6.0,-11.0,0,0,,,,,,1139,321
2024-01-01,AA,American Airlines,338,ATL,Atlanta,GA,DFW,Dallas,TX,750,5.0,7.0,0,0,,,,,,1121,322
2024-01-01,WN,Southwest Airlines,2095,ATL,Atlanta,GA,JFK,New York,NY,1905,1.0,2.0,0,0,,,,,,752,323
2024-01-01,DL,Delta Air Lines,5936,ATL,Atlanta,GA,PHX,Phoenix,AZ,1830,15.0,14.0,0,0,,,,,,2825,324
2024-01-01,UA,United Airlines,7631,DFW,Dallas,TX,ORD,Chicago,IL,1215,18.0,15.0,0,0,,,18.0,,,486,325
2024-01-01,DL,Delta Air Lines,5298,MIA,Miami,FL,JFK,New York,NY,940,-5.0,-5.0,0,0,,,,,,1345,326
2024-01-01,AS,Alaska Airlines,4042,SEA,Seattle,WA,MIA,Miami,FL,1545,27.0,22.0,0,0,,,,,26.0,680,327
2024-01-01,F9,Frontier Airlines,4778,SEA,Seattle,WA,DEN,Denver,CO,1130,37.0,44.0,0,0,23.0,,,,,482,328
2024-01-01,DL,Delta Air Lines,6478,MIA,Miami,FL,ORD,Chicago,IL,505,-6.0,-10.0,0,0,,,,,,2307,329
2024-01-01,AA,American Airlines,1412,SFO,San Francisco,CA,SEA,Seattle,WA,1725,25.0,21.0,0,0,,18.0,,,,2949,330
2024-01-01,AS,Alaska Airlines,728,ATL,Atlanta,GA,ORD,Chicago,IL,1345,65.0,103.0,0,0,,,65.0,,,2366,331
2024-01-01,UA,United Airlines,7958,PHX,Phoenix,AZ,JFK,New York,NY,1610,-10.0,-12.0,0,0,,,,,,1334,332
2024-01-01,AA,American Airlines,292,SEA,Seattle,WA,PHX,Phoenix,AZ,1710,,,1,0,,,,,,1655,333
2024-01-01,AS,Alaska Airlines,3090,DFW,Dallas,TX,ORD,Chicago,IL,1140,-3.0,1.0,0,0,,,,,,1266,334
2024-01-01,DL,Delta Air Lines,4933,SEA,Seattle,WA,PHX,Phoenix,AZ,1510,-10.0,-14.0,0,0,,,,,,1280,335
2024-01-01,NK,Spirit Airlines,1064,DFW,Dallas,TX,ORD,Chicago,IL,2205,223.0,269.0,0,0,,,,,39.0,1196,336
2024-01-01,AS,Alaska Airlines,6400,DFW,Dallas,TX,ORD,Chicago,IL,2310,5.0,10.0,0,0,,,,,,744,337
2024-01-01,UA,United Airlines,5807,DEN,Denver,CO,ORD,Chicago,IL,1605,3.0,4.0,0,0,,,,,,1475,338
2024-01-01,F9,Frontier Airlines,7144,ATL,Atlanta,GA,SFO,San Francisco,CA,1645,15.0,19.0,0,0,,,,,,2130,339
2024-01-01,UA,United Airlines,2876,PHX,Phoenix,AZ,SEA,Seattle,WA,2140,11.0,6.0,0,0,,,,,,1792,340
2024-01-01,NK,Spirit Airlines,2140,LAX,Los Angeles,CA,ORD,Chicago,IL,1755,50.0,50.0,0,0,,,,23.0,,702,341
2024-01-01,WN,Southwest Airlines,3042,DFW,Dallas,TX,ORD,Chicago,IL,1350,-9.0,-11.0,0,0,,,,,,2830,342
2024-01-01,WN,Southwest Airlines,630,SEA,Seattle,WA,JFK,New York,NY,1545,-7.0,-12.0,0,0,,,,,,1363,343
2024-01-01,F9,Frontier Airlines,6321,DFW,Dallas,TX,DEN,Denver,CO,2230,8.0,4.0,0,0,,,,,,763,344
2024-01-01,AS,Alaska Airlines,8800,PHX,Phoenix,AZ,SFO,San Francisco,CA,710,38.0,44.0,0,0,33.0,,,,,1105,345
2024-01-01,AS,Alaska Airlines,1451,JFK,New York,NY,PHX,Phoenix,AZ,2040,232.0,291.0,0,0,,,,13.0,,1562,346
2024-01-01,AS,Alaska Airlines,9116,SEA,Seattle,WA,PHX,Phoenix,AZ,1245,176.0,226.0,0,0,,,,,66.0,1404,347
2024-01-01,AS,Alaska Airlines,6259,DFW,Dallas,TX,ORD,Chicago,IL,2030,24.0,39.0,0,0,23.0,,,,,2352,348
2024-01-01,AS,Alaska Airlines,9563,ATL,Atlanta,GA,JFK,New York,NY,2110,-10.0,-9.0,0,0,,,,,,2435,349
2024-01-01,WN,Southwest Airlines,5182,SEA,Seattle,WA,MIA,Miami,FL,1215,8.0,10.0,0,0,,,,,,1528,350
2024-01-01,UA,United Airlines,7806,ATL,Atlanta,GA,LAX,Los Angeles,CA,745,36.0,46.0,0,0,20.0,,,,,2558,351
2024-01-01,NK,Spirit Airlines,9012,SEA,Seattle,WA,JFK,New York,NY,1525,41.0,36.0,0,0,,17.0,,,,218,352
2024-01-01,WN,Southwest Airlines,5076,LAX,Los Angeles,CA,SEA,Seattle,WA,530,0.0,0.0,0,0,,,,,,1937,353
2024-01-01,F9,Frontier Airlines,4466,ORD,Chicago,IL,SEA,Seattle,WA,2325,,,1,0,,,,,,2868,354
2024-01-01,WN,Southwest Airlines,5563,LAX,Los Angeles,CA,SFO,San Francisco,CA,1405,221.0,233.0,0,0,,137.0,,,,1070,355
2024-01-01,UA,United Airlines,1304,SEA,Seattle,WA,LAX,Los Angeles,CA,1045,-6.0,-5.0,0,0,,,,,,367,356
2024-01-01,AS,Alaska Airlines,408,JFK,New York,NY,ORD,Chicago,IL,910,6.0,5.0,0,0,,,,,,2657,357
2024-01-01,AS,Alaska Airlines,6334,DEN,Denver,CO,MIA,Miami,FL,2125,17.0,19.0,0,0,,,,,15.0,1331,358
2024-01-01,F9,Frontier Airlines,8500,SEA,Seattle,WA,DFW,Dallas,TX,815,-9.0,-13.0,0,0,,,,,,2723,359
2024-01-01,AA,American Airlines,9678,PHX,Phoenix,AZ,ATL,Atlanta,GA,1220,3.0,4.0,0,0,,,,,,2129,360
2024-01-01,WN,Southwest Airlines,8692,LAX,Los Angeles,CA,ATL,Atlanta,GA,1330,31.0,46.0,0,0,25.0,,,,,711,361
2024-01-01,AS,Alaska Airlines,9524,DFW,Dallas,TX,SEA,Seattle,WA,1050,36.0,33.0,0,0,,,18.0,,,2697,362
2024-01-01,UA,United Airlines,5804,JFK,New York,NY,LAX,Los Angeles,CA,1405,9.0,13.0,0,0,,,,,,2654,363
2024-01-01,NK,Spirit Airlines,7654,DFW,Dallas,TX,SFO,San Francisco,CA,2245,13.0,14.0,0,0,,,,,,1879,364
2024-01-01,DL,Delta Air Lines,4500,JFK,New York,NY,ATL,Atlanta,GA,835,2.0,5.0,0,0,,,,,,1275,365
2024-01-01,F9,Frontier Airlines,5655,LAX,Los Angeles,CA,DFW,Dallas,TX,1345,-2.0,-7.0,0,0,,,,,,298,366
2024-01-01,F9,Frontier Airlines,4522,PHX,Phoenix,AZ,DFW,Dallas,TX,625,35.0,43.0,0,0,,20.0,,,,1136,367
2024-01-01,UA,United Airlines,1223,ORD,Chicago,IL,DFW,Dallas,TX,1515,-6.0,-3.0,0,0,,,,,,1407,368
2024-01-01,AA,American Airlines,3628,ORD,Chicago,IL,PHX,Phoenix,AZ,1630,14.0,12.0,0,0,,,,,,1503,369
2024-01-01,F9,Frontier Airlines,5888,MIA,Miami,FL,JFK,New York,NY,2300,-10.0,-14.0,0,0,,,,,,1519,370
2024-01-01,DL,Delta Air Lines,8957,PHX,Phoenix,AZ,DEN,Denver,CO,1235,11.0,8.0,0,0,,,,,,863,371
2024-01-01,AS,Alaska Airlines,7332,JFK,New York,NY,ORD,Chicago,IL,1420,-6.0,-7.0,0,0,,,,,,2278,372
2024-01-01,NK,Spirit Airlines,7925,SEA,Seattle,WA,DFW,Dallas,TX,1515,110.0,118.0,0,0,,89.0,,,,1614,373
2024-01-01,B6,JetBlue Airways,1740,LAX,Los Angeles,CA,DFW,Dallas,TX,1950,-1.0,-6.0,0,0,,,,,,955,374
2024-01-01,NK,Spirit Airlines,8343,PHX,Phoenix,AZ,SEA,Seattle,WA,1050,-6.0,-1.0,0,0,,,,,,524,375
2024-01-01,B6,JetBlue Airways,6268,SEA,Seattle,WA,LAX,Los Angeles,CA,735,2.0,-3.0,0,0,,,,,,284,376
2024-01-01,AS,Alaska Airlines,9687,ATL,Atlanta,GA,LAX,Los Angeles,CA,1700,,,1,0,,,,,,1391,377
2024-01-01,AA,American Airlines,6587,SFO,San Francisco,CA,LAX,Los Angeles,CA,1650,4.0,-1.0,0,0,,,,,,432,378
2024-01-01,UA,United Airlines,3826,ATL,Atlanta,GA,DEN,Denver,CO,2330,60.0,80.0,0,0,43.0,,,,,2475,379
2024-01-01,B6,JetBlue Airways,4345,SEA,Seattle,WA,DEN,Denver,CO,2105,30.0,32.0,0,0,,,17.0,,,1236,380
2024-01-01,AA,American Airlines,8990,DEN,Denver,CO,MIA,Miami,FL,1720,4.0,-1.0,0,0,,,,,,1728,381
2024-01-01,AS,Alaska Airlines,6331,ATL,Atlanta,GA,SEA,Seattle,WA,2130,33.0,43.0,0,0,,24.0,,,,2442,382
2024-01-01,B6,JetBlue Airways,7345,DEN,Denver,CO,DFW,Dallas,TX,1205,29.0,33.0,0,0,16.0,,,,,416,383
2024-01-01,AA,American Airlines,2447,JFK,New York,NY,MIA,Miami,FL,2155,2.0,6.0,0,0,,,,,,1637,384
2024-01-01,DL,Delta Air Lines,5274,SEA,Seattle,WA,DFW,Dallas,TX,1935,-6.0,-11.0,0,0,,,,,,1117,385
2024-01-01,WN,Southwest Airlines,5348,SEA,Seattle,WA,PHX,Phoenix,AZ,1415,3.0,8.0,0,0,,,,,,1270,386
