period,respondent,respondent-name,fueltype,type-name,timezone,timezone-description,value,value-units
2026-01-25,ISNE,ISO New England,COL,Coal,Central,Central,81,megawatthours
2026-01-25,ISNE,ISO New England,COL,Coal,Eastern,Eastern,82,megawatthours
2026-01-25,ISNE,ISO New England,COL,Coal,Mountain,Mountain,80,megawatthours
2026-01-25,ISNE,ISO New England,COL,Coal,Pacific,Pacific,81,megawatthours
2026-01-25,ISNE,ISO New England,NG,Natural Gas,Arizona,Arizona,125578,megawatthours
2026-01-25,ISNE,ISO New England,NG,Natural Gas,Central,Central,125656,megawatthours
2026-01-25,ISNE,ISO New England,NG,Natural Gas,Eastern,Eastern,126125,megawatthours
2026-01-25,ISNE,ISO New England,NG,Natural Gas,Mountain,Mountain,125578,megawatthours
2026-01-25,ISNE,ISO New England,NG,Natural Gas,Pacific,Pacific,125659,megawatthours
2026-01-25,ISNE,ISO New England,NUC,Nuclear,Arizona,Arizona,80703,megawatthours
2026-01-25,ISNE,ISO New England,NUC,Nuclear,Central,Central,80685,megawatthours
2026-01-25,ISNE,ISO New England,NUC,Nuclear,Eastern,Eastern,80680,megawatthours
2026-01-25,ISNE,ISO New England,NUC,Nuclear,Mountain,Mountain,80703,megawatthours
2026-01-25,ISNE,ISO New England,NUC,Nuclear,Pacific,Pacific,80710,megawatthours
2026-01-25,ISNE,ISO New England,OIL,Petroleum,Arizona,Arizona,165505,megawatthours
2026-01-25,ISNE,ISO New England,OIL,Petroleum,Central,Central,166976,megawatthours
2026-01-25,ISNE,ISO New England,OIL,Petroleum,Eastern,Eastern,168570,megawatthours
2026-01-25,ISNE,ISO New England,OIL,Petroleum,Mountain,Mountain,165505,megawatthours
2026-01-25,ISNE,ISO New England,OIL,Petroleum,Pacific,Pacific,163929,megawatthours
2026-01-25,ISNE,ISO New England,OTH,Other,Arizona,Arizona,16316,megawatthours
2026-01-25,ISNE,ISO New England,OTH,Other,Central,Central,16346,megawatthours
2026-01-25,ISNE,ISO New England,OTH,Other,Eastern,Eastern,16380,megawatthours
2026-01-25,ISNE,ISO New England,OTH,Other,Mountain,Mountain,16316,megawatthours
2026-01-25,ISNE,ISO New England,OTH,Other,Pacific,Pacific,16285,megawatthours
2026-01-25,ISNE,ISO New England,PS,Pumped storage,Arizona,Arizona,5366,megawatthours
2026-01-25,ISNE,ISO New England,PS,Pumped storage,Central,Central,5367,megawatthours
2026-01-25,ISNE,ISO New England,PS,Pumped storage,Eastern,Eastern,5368,megawatthours
2026-01-25,ISNE,ISO New England,PS,Pumped storage,Mountain,Mountain,5366,megawatthours
2026-01-25,ISNE,ISO New England,PS,Pumped storage,Pacific,Pacific,5365,megawatthours
2026-01-25,ISNE,ISO New England,SNB,Solar with integrated battery storage,Arizona,Arizona,0,megawatthours
2026-01-25,ISNE,ISO New England,SNB,Solar with integrated battery storage,Central,Central,0,megawatthours
2026-01-25,ISNE,ISO New England,SNB,Solar with integrated battery storage,Eastern,Eastern,0,megawatthours
2026-01-25,ISNE,ISO New England,SNB,Solar with integrated battery storage,Mountain,Mountain,0,megawatthours
2026-01-25,ISNE,ISO New England,SNB,Solar with integrated battery storage,Pacific,Pacific,0,megawatthours
2026-01-25,ISNE,ISO New England,SUN,Solar,Arizona,Arizona,502,megawatthours
2026-01-25,ISNE,ISO New England,SUN,Solar,Central,Central,503,megawatthours
2026-01-25,ISNE,ISO New England,SUN,Solar,Eastern,Eastern,504,megawatthours
2026-01-25,ISNE,ISO New England,SUN,Solar,Mountain,Mountain,502,megawatthours
2026-01-25,ISNE,ISO New England,SUN,Solar,Pacific,Pacific,501,megawatthours
2026-01-25,ISNE,ISO New England,WAT,Hydro,Arizona,Arizona,17695,megawatthours
2026-01-25,ISNE,ISO New England,WAT,Hydro,Central,Central,17744,megawatthours
2026-01-25,ISNE,ISO New England,WAT,Hydro,Eastern,Eastern,17837,megawatthours
2026-01-25,ISNE,ISO New England,WAT,Hydro,Mountain,Mountain,17695,megawatthours
2026-01-25,ISNE,ISO New England,WAT,Hydro,Pacific,Pacific,17671,megawatthours
2026-01-25,ISNE,ISO New England,WND,Wind,Arizona,Arizona,13323,megawatthours
2026-01-25,ISNE,ISO New England,WND,Wind,Central,Central,13178,megawatthours
2026-01-25,ISNE,ISO New England,WND,Wind,Eastern,Eastern,13128,megawatthours
2026-01-25,ISNE,ISO New England,WND,Wind,Mountain,Mountain,13323,megawatthours
2026-01-25,ISNE,ISO New England,WND,Wind,Pacific,Pacific,13528,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Arizona,Arizona,217,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Central,Central,264,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Eastern,Eastern,218,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Mountain,Mountain,217,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",BAT,Battery storage,Pacific,Pacific,212,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Arizona,Arizona,718340,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Central,Central,719558,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Eastern,Eastern,720483,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Mountain,Mountain,718340,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",COL,Coal,Pacific,Pacific,717924,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Arizona,Arizona,841189,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Central,Central,843683,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Eastern,Eastern,845925,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Mountain,Mountain,841189,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural Gas,Pacific,Pacific,839868,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Arizona,Arizona,284876,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Central,Central,284885,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Eastern,Eastern,284892,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Mountain,Mountain,284876,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,Pacific,Pacific,284868,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Arizona,Arizona,19773,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Central,Central,20045,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Eastern,Eastern,20464,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Mountain,Mountain,19773,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,Pacific,Pacific,19503,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Arizona,Arizona,40373,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Central,Central,40364,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Eastern,Eastern,40354,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Mountain,Mountain,40373,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,Pacific,Pacific,40383,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Arizona,Arizona,22611,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Central,Central,22424,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Eastern,Eastern,22231,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Mountain,Mountain,22611,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,Pacific,Pacific,22750,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Arizona,Arizona,226574,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Central,Central,217116,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Eastern,Eastern,207985,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Mountain,Mountain,226574,megawatthours
2026-01-25,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,Pacific,Pacific,235928,megawatthours
2026-01-25,NYIS,New York Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NG,Natural Gas,Arizona,Arizona,274372,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NG,Natural Gas,Central,Central,275289,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NG,Natural Gas,Eastern,Eastern,276169,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NG,Natural Gas,Mountain,Mountain,274372,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NG,Natural Gas,Pacific,Pacific,273369,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NUC,Nuclear,Arizona,Arizona,81576,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NUC,Nuclear,Central,Central,81582,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NUC,Nuclear,Eastern,Eastern,81785,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NUC,Nuclear,Mountain,Mountain,81576,megawatthours
2026-01-25,NYIS,New York Independent System Operator,NUC,Nuclear,Pacific,Pacific,81522,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OIL,Petroleum,Arizona,Arizona,15368,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OIL,Petroleum,Central,Central,15077,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OIL,Petroleum,Eastern,Eastern,14663,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OIL,Petroleum,Mountain,Mountain,15368,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OIL,Petroleum,Pacific,Pacific,15619,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OTH,Other,Arizona,Arizona,4613,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OTH,Other,Central,Central,4628,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OTH,Other,Eastern,Eastern,4634,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OTH,Other,Mountain,Mountain,4613,megawatthours
2026-01-25,NYIS,New York Independent System Operator,OTH,Other,Pacific,Pacific,4607,megawatthours
2026-01-25,NYIS,New York Independent System Operator,SUN,Solar,Arizona,Arizona,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,SUN,Solar,Central,Central,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,SUN,Solar,Eastern,Eastern,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,SUN,Solar,Mountain,Mountain,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,SUN,Solar,Pacific,Pacific,0,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WAT,Hydro,Arizona,Arizona,59694,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WAT,Hydro,Central,Central,59835,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WAT,Hydro,Eastern,Eastern,59995,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WAT,Hydro,Mountain,Mountain,59694,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WAT,Hydro,Pacific,Pacific,59682,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WND,Wind,Arizona,Arizona,21251,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WND,Wind,Central,Central,21192,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WND,Wind,Eastern,Eastern,21039,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WND,Wind,Mountain,Mountain,21251,megawatthours
2026-01-25,NYIS,New York Independent System Operator,WND,Wind,Pacific,Pacific,21243,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",COL,Coal,Arizona,Arizona,664516,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",COL,Coal,Central,Central,667770,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",COL,Coal,Eastern,Eastern,672187,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",COL,Coal,Mountain,Mountain,664516,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",COL,Coal,Pacific,Pacific,662123,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Arizona,Arizona,1169706,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Central,Central,1172718,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Eastern,Eastern,1176806,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Mountain,Mountain,1169706,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NG,Natural Gas,Pacific,Pacific,1166228,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Arizona,Arizona,808386,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Central,Central,808415,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Eastern,Eastern,808443,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Mountain,Mountain,808386,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",NUC,Nuclear,Pacific,Pacific,808371,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Arizona,Arizona,109505,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Central,Central,110966,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Eastern,Eastern,111999,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Mountain,Mountain,109505,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OIL,Petroleum,Pacific,Pacific,108357,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OTH,Other,Arizona,Arizona,66709,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OTH,Other,Central,Central,65723,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OTH,Other,Eastern,Eastern,64312,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OTH,Other,Mountain,Mountain,66709,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",OTH,Other,Pacific,Pacific,67741,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Arizona,Arizona,10594,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Central,Central,10594,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Eastern,Eastern,10594,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Mountain,Mountain,10594,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",SUN,Solar,Pacific,Pacific,10594,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WAT,Hydro,Arizona,Arizona,23638,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WAT,Hydro,Central,Central,23677,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WAT,Hydro,Eastern,Eastern,23715,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WAT,Hydro,Mountain,Mountain,23638,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WAT,Hydro,Pacific,Pacific,23606,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WND,Wind,Arizona,Arizona,138354,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WND,Wind,Central,Central,136861,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WND,Wind,Eastern,Eastern,135844,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WND,Wind,Mountain,Mountain,138354,megawatthours
2026-01-25,PJM,"PJM Interconnection, LLC",WND,Wind,Pacific,Pacific,139121,megawatthours
2026-01-25,SWPP,Southwest Power Pool,COL,Coal,Arizona,Arizona,386802,megawatthours
2026-01-25,SWPP,Southwest Power Pool,COL,Coal,Central,Central,389466,megawatthours
2026-01-25,SWPP,Southwest Power Pool,COL,Coal,Eastern,Eastern,392184,megawatthours
2026-01-25,SWPP,Southwest Power Pool,COL,Coal,Mountain,Mountain,386802,megawatthours
2026-01-25,SWPP,Southwest Power Pool,COL,Coal,Pacific,Pacific,384661,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NG,Natural Gas,Arizona,Arizona,321545,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NG,Natural Gas,Central,Central,320652,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NG,Natural Gas,Eastern,Eastern,319817,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NG,Natural Gas,Mountain,Mountain,321545,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NG,Natural Gas,Pacific,Pacific,323017,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NUC,Nuclear,Arizona,Arizona,48734,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NUC,Nuclear,Central,Central,48749,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NUC,Nuclear,Eastern,Eastern,48755,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NUC,Nuclear,Mountain,Mountain,48734,megawatthours
2026-01-25,SWPP,Southwest Power Pool,NUC,Nuclear,Pacific,Pacific,48723,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OIL,Petroleum,Arizona,Arizona,8005,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OIL,Petroleum,Central,Central,7942,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OIL,Petroleum,Eastern,Eastern,7897,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OIL,Petroleum,Mountain,Mountain,8005,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OIL,Petroleum,Pacific,Pacific,8085,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OTH,Other,Arizona,Arizona,7447,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OTH,Other,Central,Central,7445,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OTH,Other,Eastern,Eastern,7390,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OTH,Other,Mountain,Mountain,7447,megawatthours
2026-01-25,SWPP,Southwest Power Pool,OTH,Other,Pacific,Pacific,7370,megawatthours
2026-01-25,SWPP,Southwest Power Pool,SUN,Solar,Arizona,Arizona,6088,megawatthours
2026-01-25,SWPP,Southwest Power Pool,SUN,Solar,Central,Central,6088,megawatthours
2026-01-25,SWPP,Southwest Power Pool,SUN,Solar,Eastern,Eastern,6088,megawatthours
2026-01-25,SWPP,Southwest Power Pool,SUN,Solar,Mountain,Mountain,6088,megawatthours
2026-01-25,SWPP,Southwest Power Pool,SUN,Solar,Pacific,Pacific,6088,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WAT,Hydro,Arizona,Arizona,16801,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WAT,Hydro,Central,Central,16784,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WAT,Hydro,Eastern,Eastern,16785,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WAT,Hydro,Mountain,Mountain,16801,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WAT,Hydro,Pacific,Pacific,16819,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WND,Wind,Arizona,Arizona,258673,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WND,Wind,Central,Central,259167,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WND,Wind,Eastern,Eastern,258621,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WND,Wind,Mountain,Mountain,258673,megawatthours
2026-01-25,SWPP,Southwest Power Pool,WND,Wind,Pacific,Pacific,257199,megawatthours
2026-01-24,CISO,California Independent System Operator,COL,Coal,Arizona,Arizona,0,megawatthours
2026-01-24,CISO,California Independent System Operator,COL,Coal,Central,Central,0,megawatthours
2026-01-24,CISO,California Independent System Operator,COL,Coal,Eastern,Eastern,0,megawatthours
2026-01-24,CISO,California Independent System Operator,COL,Coal,Mountain,Mountain,0,megawatthours
2026-01-24,CISO,California Independent System Operator,COL,Coal,Pacific,Pacific,0,megawatthours
2026-01-24,CISO,California Independent System Operator,GEO,Geothermal,Arizona,Arizona,18378,megawatthours
2026-01-24,CISO,California Independent System Operator,GEO,Geothermal,Central,Central,18369,megawatthours
2026-01-24,CISO,California Independent System Operator,GEO,Geothermal,Eastern,Eastern,18366,megawatthours
2026-01-24,CISO,California Independent System Operator,GEO,Geothermal,Mountain,Mountain,18378,megawatthours
2026-01-24,CISO,California Independent System Operator,GEO,Geothermal,Pacific,Pacific,18382,megawatthours
2026-01-24,CISO,California Independent System Operator,NG,Natural Gas,Arizona,Arizona,163763,megawatthours
2026-01-24,CISO,California Independent System Operator,NG,Natural Gas,Central,Central,165146,megawatthours
2026-01-24,CISO,California Independent System Operator,NG,Natural Gas,Eastern,Eastern,166889,megawatthours
2026-01-24,CISO,California Independent System Operator,NG,Natural Gas,Mountain,Mountain,163763,megawatthours
2026-01-24,CISO,California Independent System Operator,NG,Natural Gas,Pacific,Pacific,162951,megawatthours
2026-01-24,CISO,California Independent System Operator,NUC,Nuclear,Arizona,Arizona,54264,megawatthours
2026-01-24,CISO,California Independent System Operator,NUC,Nuclear,Central,Central,54264,megawatthours
2026-01-24,CISO,California Independent System Operator,NUC,Nuclear,Eastern,Eastern,54264,megawatthours
2026-01-24,CISO,California Independent System Operator,NUC,Nuclear,Mountain,Mountain,54264,megawatthours
2026-01-24,CISO,California Independent System Operator,NUC,Nuclear,Pacific,Pacific,54264,megawatthours
2026-01-24,CISO,California Independent System Operator,OIL,Petroleum,Arizona,Arizona,1102,megawatthours
2026-01-24,CISO,California Independent System Operator,OIL,Petroleum,Central,Central,1103,megawatthours
2026-01-24,CISO,California Independent System Operator,OIL,Petroleum,Eastern,Eastern,1104,megawatthours
2026-01-24,CISO,California Independent System Operator,OIL,Petroleum,Mountain,Mountain,1102,megawatthours
2026-01-24,CISO,California Independent System Operator,OIL,Petroleum,Pacific,Pacific,1102,megawatthours
2026-01-24,CISO,California Independent System Operator,OTH,Other,Arizona,Arizona,2073,megawatthours
2026-01-24,CISO,California Independent System Operator,OTH,Other,Central,Central,601,megawatthours
2026-01-24,CISO,California Independent System Operator,OTH,Other,Eastern,Eastern,-1472,megawatthours
2026-01-24,CISO,California Independent System Operator,OTH,Other,Mountain,Mountain,2073,megawatthours
2026-01-24,CISO,California Independent System Operator,OTH,Other,Pacific,Pacific,2837,megawatthours
2026-01-24,CISO,California Independent System Operator,SUN,Solar,Arizona,Arizona,83953,megawatthours
2026-01-24,CISO,California Independent System Operator,SUN,Solar,Central,Central,83953,megawatthours
2026-01-24,CISO,California Independent System Operator,SUN,Solar,Eastern,Eastern,83952,megawatthours
2026-01-24,CISO,California Independent System Operator,SUN,Solar,Mountain,Mountain,83953,megawatthours
2026-01-24,CISO,California Independent System Operator,SUN,Solar,Pacific,Pacific,83953,megawatthours
2026-01-24,CISO,California Independent System Operator,WAT,Hydro,Arizona,Arizona,63572,megawatthours
2026-01-24,CISO,California Independent System Operator,WAT,Hydro,Central,Central,63259,megawatthours
2026-01-24,CISO,California Independent System Operator,WAT,Hydro,Eastern,Eastern,62770,megawatthours
2026-01-24,CISO,California Independent System Operator,WAT,Hydro,Mountain,Mountain,63572,megawatthours
2026-01-24,CISO,California Independent System Operator,WAT,Hydro,Pacific,Pacific,63836,megawatthours
2026-01-24,CISO,California Independent System Operator,WND,Wind,Arizona,Arizona,25769,megawatthours
2026-01-24,CISO,California Independent System Operator,WND,Wind,Central,Central,26949,megawatthours
2026-01-24,CISO,California Independent System Operator,WND,Wind,Eastern,Eastern,28160,megawatthours
2026-01-24,CISO,California Independent System Operator,WND,Wind,Mountain,Mountain,25769,megawatthours
2026-01-24,CISO,California Independent System Operator,WND,Wind,Pacific,Pacific,24579,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Arizona,Arizona,-3270,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Central,Central,-3163,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Eastern,Eastern,-2753,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Mountain,Mountain,-3270,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",BAT,Battery storage,Pacific,Pacific,-3505,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Arizona,Arizona,250537,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Central,Central,249462,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Eastern,Eastern,248793,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Mountain,Mountain,250537,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,Pacific,Pacific,252236,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Arizona,Arizona,828647,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Central,Central,813909,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Eastern,Eastern,797944,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Mountain,Mountain,828647,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural Gas,Pacific,Pacific,842237,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Arizona,Arizona,122840,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Central,Central,122837,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Eastern,Eastern,122835,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Mountain,Mountain,122840,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,Pacific,Pacific,122842,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Arizona,Arizona,2455,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Central,Central,2405,megawatthours
2026-01-24,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,Eastern,Eastern,2354,megawatthours
